order_id,order_date,customer_id,product_id,product_category,product_price,quantity,order_value,discount_percentage,discount_amount,customer_city,warehouse_city,distance_km,is_remote_area,shipping_mode,expected_delivery_days,actual_delivery_days,delivery_delay,is_returned,return_reason,total_orders,past_return_rate,avg_order_value,review_rating,review_text,review_date,base_return_tendency,home_city,defect_rate
2817,2024-10-21,56,P053,Clothing,904,1,904,10,90.4,Delhi,Mumbai,1256,1,Standard,5,6,1,0,NO_RETURN,12,0.4545,1630.91,5.0,Beautiful garment! True to size and great fabric. Fast delivery and excellent packaging.,2024-11-09,0.18273056725480882,Delhi,0.0519
2818,2024-10-24,183,P056,Electronics,1494,1,1494,0,0.0,Delhi,Delhi,62,0,Express,2,2,0,0,NO_RETURN,9,0.625,1141.75,3.0,So-so device. Good price but quality is average. Arrived on time.,2024-10-29,0.2640789756376079,Delhi,0.0209
2819,2024-05-06,169,P058,Electronics,1026,2,2052,30,615.6,Mumbai,Delhi,1102,0,Standard,5,5,0,1,QUALITY_DEFECT,7,0.3333,1871.33,4.0,"Good device overall. Works well but battery could be better. Still, good value for money.",2024-05-22,0.08445044685590826,Mumbai,0.005
2820,2024-10-21,124,P022,Home,1125,2,2250,5,112.5,Delhi,Mumbai,1028,0,Standard,7,7,0,0,NO_RETURN,15,0.5,3137.36,,,,0.117625243752845,Delhi,0.0155
2821,2024-01-18,43,P019,Electronics,3862,1,3862,25,965.5,Chennai,Mumbai,1148,0,Express,2,3,1,0,NO_RETURN,1,0.0,3862.0,,,,0.05846636595910959,Chennai,0.0237
2822,2024-09-07,65,P059,Beauty,641,1,641,40,256.4,Pune,Bangalore,677,0,Express,3,3,0,1,NO_LONGER_NEEDED,13,0.1667,2045.67,,,,0.16956810138234796,Pune,0.017
2823,2024-04-20,240,P074,Electronics,1656,1,1656,10,165.6,Mumbai,Hyderabad,562,0,Standard,5,6,1,0,NO_RETURN,6,0.4,3065.4,5.0,Outstanding device. Features are top-notch and it's very user-friendly. Will buy again.,2024-04-28,0.05617274299763899,Mumbai,0.009
2824,2024-10-18,126,P060,Clothing,959,3,2877,20,575.4,Delhi,Mumbai,1115,0,Standard,5,5,0,0,NO_RETURN,10,0.3333,1815.89,5.0,"Absolutely love this garment. Stylish, comfortable, and exactly as described. Will order more.",2024-11-02,0.1561690002978824,Delhi,0.0212
2825,2024-11-25,23,P071,Clothing,678,1,678,0,0.0,Delhi,Bangalore,1927,1,Standard,5,8,3,0,NO_RETURN,11,0.6,2589.2,,,,0.2553790320756003,Delhi,0.016
2826,2024-06-09,66,P018,Home,568,1,568,5,28.4,Hyderabad,Delhi,1109,0,Standard,5,5,0,0,NO_RETURN,8,0.1429,1505.14,,,,0.03274397488200135,Hyderabad,0.0596
2827,2024-01-27,290,P071,Clothing,708,1,708,5,35.4,Bangalore,Mumbai,745,0,Express,2,2,0,0,NO_RETURN,2,1.0,3006.0,4.0,"This garment is okay. Comfortable wear but not the best quality. Still, good value.",2024-02-12,0.3227230138449082,Bangalore,0.016
2828,2024-08-27,293,P028,Electronics,1158,1,1158,15,173.7,Mumbai,Mumbai,18,0,Standard,4,5,1,0,NO_RETURN,9,0.5,2286.75,5.0,Amazing device! The battery life is incredible and it performs flawlessly. Highly recommend for anyone looking for quality.,2024-09-02,0.06829666128302461,Mumbai,0.022
2829,2024-12-01,71,P073,Home,1049,1,1049,0,0.0,Bangalore,Delhi,1677,1,Express,2,2,0,0,NO_RETURN,22,0.3333,2083.76,4.0,This item works well. Good quality but not exceptional. Would buy again.,2024-12-17,0.1435703894910385,Bangalore,0.0197
2830,2024-12-06,273,P032,Beauty,269,1,269,5,13.45,Ahmedabad,Bangalore,1057,0,Standard,6,11,5,0,NO_RETURN,14,0.2308,2361.31,,,,0.17231177496675523,Ahmedabad,0.0325
2831,2024-01-29,241,P051,Home,823,1,823,25,205.75,Delhi,Bangalore,1608,1,Standard,4,4,0,0,NO_RETURN,1,0.0,823.0,4.0,Nice item! Serves its purpose and fast delivery. Minor issues with finish.,2024-02-12,0.1585298927443449,Delhi,0.0155
2832,2024-10-17,93,P071,Clothing,728,3,2184,30,655.2,Hyderabad,Bangalore,554,0,Standard,7,7,0,1,SIZE_FIT_ISSUE,11,0.3,2885.7,,,,0.11489817836304143,Hyderabad,0.016
2833,2024-11-16,233,P042,Home,1347,1,1347,15,202.05,Kolkata,Bangalore,1329,1,Standard,5,5,0,0,NO_RETURN,14,0.1538,1764.92,5.0,Excellent item! Sturdy construction and looks great in my home. Very satisfied with the purchase.,2024-11-29,0.20657758693050257,Kolkata,0.037
2834,2024-03-24,284,P056,Electronics,1483,1,1483,5,74.15,Kolkata,Mumbai,1736,1,Standard,6,6,0,1,SIZE_FIT_ISSUE,3,1.0,760.0,,,,0.1772436438198534,Kolkata,0.0209
2835,2024-08-17,135,P070,Electronics,7106,1,7106,5,355.3,Kolkata,Delhi,1461,1,Express,4,4,0,1,NO_LONGER_NEEDED,4,0.0,1697.33,2.0,This device failed me. Malfunctions and poor build. Regret the purchase.,2024-09-04,0.03,Kolkata,0.0653
2836,2024-12-20,242,P074,Electronics,1573,2,3146,25,786.5,Mumbai,Delhi,1279,1,Standard,7,8,1,1,NOT_AS_DESCRIBED,12,0.4545,2090.09,,,,0.28376739057300787,Mumbai,0.009
2837,2024-09-21,47,P079,Electronics,893,1,893,15,133.95,Ahmedabad,Mumbai,372,0,Standard,5,5,0,0,NO_RETURN,10,0.2222,1131.44,5.0,Amazing device! The battery life is incredible and it performs flawlessly. Highly recommend for anyone looking for quality.,2024-10-06,0.11851829277095703,Ahmedabad,0.0118
2838,2024-09-12,27,P071,Clothing,700,2,1400,0,0.0,Kolkata,Delhi,1278,1,Standard,7,7,0,0,NO_RETURN,10,0.3333,2192.33,,,,0.13403781451838032,Kolkata,0.016
2839,2024-01-23,1,P005,Home,781,3,2343,25,585.75,Kolkata,Hyderabad,1166,0,Express,2,6,4,0,NO_RETURN,1,0.0,2343.0,4.0,"Reliable item. Good construction, though packaging could be better. Recommend.",2024-02-05,0.10281232868411848,Kolkata,0.005
2840,2024-10-25,17,P048,Electronics,1795,2,3590,15,538.5,Ahmedabad,Mumbai,490,0,Standard,4,4,0,1,NO_LONGER_NEEDED,14,0.4615,2139.38,,,,0.26055340597402743,Ahmedabad,0.08
2841,2024-09-01,119,P043,Electronics,909,2,1818,5,90.9,Mumbai,Delhi,988,0,Express,2,2,0,0,NO_RETURN,8,0.2857,2101.71,,,,0.23336323001314013,Mumbai,0.0134
2842,2024-06-05,223,P080,Home,1124,1,1124,25,281.0,Delhi,Delhi,11,0,Express,3,3,0,1,NO_LONGER_NEEDED,6,0.4,1994.8,,,,0.11669861956304792,Delhi,0.0194
2843,2024-09-08,275,P019,Electronics,3662,1,3662,0,0.0,Ahmedabad,Delhi,713,0,Express,2,2,0,0,NO_RETURN,9,0.25,3358.12,4.0,"Reliable device. Good performance, though not exceptional. Worth the price.",2024-09-19,0.10584457096089395,Ahmedabad,0.0237
2844,2024-08-20,124,P016,Home,780,3,2340,0,0.0,Delhi,Kolkata,1281,1,Express,4,4,0,0,NO_RETURN,8,0.5714,1476.29,,,,0.117625243752845,Delhi,0.005
2845,2024-02-08,33,P074,Electronics,1691,3,5073,15,760.95,Ahmedabad,Bangalore,1091,0,Standard,6,9,3,1,DELIVERY_DELAY,4,0.0,3316.0,1.0,Complete disappointment. device doesn't function. Regret everything.,2024-02-11,0.1167190760569342,Ahmedabad,0.009
2846,2024-10-21,111,P025,Home,454,1,454,10,45.4,Chennai,Kolkata,1273,1,Standard,5,5,0,0,NO_RETURN,8,0.1429,2627.0,5.0,This item is perfect for my needs. High quality materials and easy to assemble. Recommend!,2024-10-24,0.05744679864554748,Chennai,0.005
2847,2024-02-23,154,P022,Home,1074,1,1074,0,0.0,Ahmedabad,Hyderabad,854,0,Standard,4,7,3,0,NO_RETURN,3,0.5,747.0,,,,0.1583819004230847,Ahmedabad,0.0155
2848,2024-09-09,181,P059,Beauty,639,1,639,10,63.9,Bangalore,Delhi,1597,1,Standard,4,4,0,1,NOT_AS_DESCRIBED,11,0.4,1508.4,,,,0.09334252060627274,Bangalore,0.017
2849,2024-10-31,244,P003,Clothing,1396,1,1396,25,349.0,Pune,Delhi,1343,1,Standard,4,6,2,0,NO_RETURN,10,0.4444,1826.56,4.0,"Decent garment. True to size and good fabric. Fast shipping, minor issues with packaging.",2024-11-17,0.18083275824335995,Pune,0.0232
2850,2024-11-04,17,P055,Beauty,1690,2,3380,0,0.0,Ahmedabad,Kolkata,1734,1,Express,4,7,3,1,DELIVERY_DELAY,16,0.5333,2204.0,,,,0.26055340597402743,Ahmedabad,0.0434
2851,2024-02-20,210,P077,Beauty,314,3,942,15,141.3,Mumbai,Bangalore,777,0,Express,3,5,2,0,NO_RETURN,3,1.0,3449.0,,,,0.39052669344838886,Mumbai,0.0238
2852,2024-03-01,92,P074,Electronics,1642,2,3284,10,328.4,Delhi,Bangalore,1534,1,Express,2,3,1,0,NO_RETURN,3,0.0,622.5,5.0,This device exceeded my expectations. Fast delivery and excellent build quality. Worth every penny!,2024-03-05,0.043111227537084,Delhi,0.009
2853,2024-10-14,183,P046,Home,442,1,442,40,176.8,Delhi,Mumbai,1263,1,Standard,6,9,3,1,NOT_AS_DESCRIBED,6,0.4,1202.8,2.0,Poor item. Breaks easily and poor construction. Very disappointed.,2024-10-21,0.2640789756376079,Delhi,0.0218
2854,2024-09-30,176,P022,Home,1074,1,1074,15,161.1,Chennai,Mumbai,1159,0,Express,2,2,0,0,NO_RETURN,10,0.3333,2143.44,,,,0.10580196696487074,Chennai,0.0155
2855,2024-11-05,242,P006,Electronics,692,1,692,10,69.2,Mumbai,Delhi,1189,0,Express,2,2,0,1,DELIVERY_DELAY,10,0.3333,2358.78,3.0,This device is okay. Decent features but battery life disappoints. Mixed feelings.,2024-11-09,0.28376739057300787,Mumbai,0.0343
2856,2024-02-18,35,P070,Electronics,6844,1,6844,20,1368.8,Mumbai,Delhi,1062,0,Standard,6,6,0,1,NO_LONGER_NEEDED,2,0.0,649.0,2.0,Bad device. Quality issues and arrived late. Very disappointed.,2024-03-04,0.11463365684346738,Mumbai,0.0653
2857,2024-02-07,204,P079,Electronics,927,2,1854,0,0.0,Hyderabad,Bangalore,437,0,Express,2,2,0,0,NO_RETURN,1,0.0,1854.0,4.0,This device is decent. Good features but packaging was average. Would recommend with reservations.,2024-02-23,0.16002793868336324,Hyderabad,0.0118
2858,2024-11-18,149,P023,Clothing,1532,2,3064,15,459.6,Kolkata,Delhi,1431,1,Express,4,4,0,0,NO_RETURN,16,0.5333,2213.33,4.0,"Good garment, fits well but material could be softer. Overall satisfied with the purchase.",2024-12-07,0.22113275745300742,Kolkata,0.1422
2859,2024-09-29,216,P048,Electronics,1823,1,1823,5,91.15,Kolkata,Mumbai,1801,1,Express,4,6,2,1,DELIVERY_DELAY,4,0.0,1473.33,,,,0.14198020320044358,Kolkata,0.08
2860,2024-02-27,86,P033,Home,915,1,915,5,45.75,Ahmedabad,Hyderabad,959,0,Standard,7,7,0,0,NO_RETURN,3,0.0,2328.0,4.0,Nice item! Serves its purpose and fast delivery. Minor issues with finish.,2024-03-09,0.10715639846257258,Ahmedabad,0.005
2861,2024-08-30,141,P057,Clothing,743,2,1486,30,445.8,Ahmedabad,Bangalore,1053,0,Express,2,2,0,1,QUALITY_DEFECT,6,0.2,1608.6,2.0,Poor garment. Doesn't fit well and material is low quality. Disappointed.,2024-09-02,0.30412001909731096,Ahmedabad,0.005
2862,2024-06-12,17,P028,Electronics,1138,2,2276,10,227.6,Ahmedabad,Mumbai,419,0,Express,4,4,0,0,NO_RETURN,5,1.0,2239.75,,,,0.26055340597402743,Ahmedabad,0.022
2863,2024-04-16,287,P031,Clothing,497,1,497,15,74.55,Bangalore,Delhi,1618,1,Express,4,7,3,1,SIZE_FIT_ISSUE,7,0.5,2451.67,1.0,Complete failure. garment falls apart. Horrible purchase experience.,2024-04-18,0.08298632857478062,Bangalore,0.0332
2864,2024-02-24,247,P026,Electronics,2451,2,4902,20,980.4,Ahmedabad,Bangalore,1328,1,Express,2,7,5,1,DELIVERY_DELAY,2,1.0,1540.0,2.0,Disappointing device. Poor performance and battery dies quickly. Not recommended.,2024-03-06,0.2630876914042746,Ahmedabad,0.0674
2865,2024-06-08,237,P043,Electronics,930,2,1860,30,558.0,Bangalore,Bangalore,81,0,Express,3,3,0,1,SIZE_FIT_ISSUE,10,0.4444,2626.89,1.0,Worst purchase ever. device broke immediately. Poor quality and no support.,2024-06-11,0.12959529247024856,Bangalore,0.0134
2866,2024-09-13,247,P001,Electronics,1632,1,1632,0,0.0,Ahmedabad,Bangalore,1199,0,Express,3,3,0,0,NO_RETURN,11,0.6,2536.1,,,,0.2630876914042746,Ahmedabad,0.005
2867,2024-12-30,19,P046,Home,475,1,475,5,23.75,Kolkata,Bangalore,1749,1,Standard,7,7,0,0,NO_RETURN,20,0.4211,2321.42,4.0,Good item for the price. Sturdy but assembly instructions could be clearer. Satisfied.,2025-01-18,0.2868561247116964,Kolkata,0.0218
2868,2024-10-22,291,P076,Electronics,921,1,921,5,46.05,Chennai,Mumbai,1008,0,Express,3,3,0,0,NO_RETURN,18,0.5294,1433.88,,,,0.2684384976186667,Chennai,0.0083
2869,2024-02-26,72,P050,Beauty,926,2,1852,10,185.2,Ahmedabad,Kolkata,1633,1,Express,2,6,4,1,QUALITY_DEFECT,3,0.0,766.5,3.0,This product is alright. Works but not as advertised. Arrived quickly.,2024-03-04,0.2403624394455053,Ahmedabad,0.0492
2870,2024-12-26,114,P043,Electronics,942,2,1884,0,0.0,Bangalore,Mumbai,777,0,Express,2,2,0,1,DELIVERY_DELAY,15,0.5714,2932.21,2.0,This device failed me. Malfunctions and poor build. Regret the purchase.,2025-01-07,0.3855287173014694,Bangalore,0.0134
2871,2024-04-22,196,P072,Beauty,282,1,282,40,112.8,Chennai,Mumbai,1119,0,Express,2,2,0,1,NOT_AS_DESCRIBED,2,0.0,1362.0,4.0,Nice product! Effective and arrived quickly. Minor issues with texture.,2024-05-06,0.07864937856114189,Chennai,0.0397
2872,2024-12-17,185,P028,Electronics,1230,1,1230,25,307.5,Hyderabad,Delhi,1340,1,Standard,4,7,3,0,NO_RETURN,18,0.3529,2273.29,4.0,"Reliable device. Good performance, though not exceptional. Worth the price.",2024-12-23,0.06616011341637235,Hyderabad,0.022
2873,2024-09-12,271,P001,Electronics,1627,1,1627,15,244.05,Kolkata,Kolkata,52,0,Express,3,3,0,0,NO_RETURN,9,0.125,2839.88,,,,0.10040771434977488,Kolkata,0.005
2874,2024-01-19,250,P027,Electronics,898,1,898,5,44.9,Ahmedabad,Hyderabad,789,0,Express,3,7,4,0,NO_RETURN,1,0.0,898.0,,,,0.344881825094307,Ahmedabad,0.0132
2875,2024-08-02,275,P010,Electronics,1725,1,1725,10,172.5,Ahmedabad,Kolkata,1486,1,Standard,7,10,3,0,NO_RETURN,8,0.2857,3591.43,3.0,This device is okay. Decent features but battery life disappoints. Mixed feelings.,2024-08-04,0.10584457096089395,Ahmedabad,0.0301
2876,2024-04-24,39,P003,Clothing,1452,1,1452,15,217.8,Mumbai,Mumbai,112,0,Standard,6,6,0,0,NO_RETURN,5,0.0,2303.5,5.0,Beautiful garment! True to size and great fabric. Fast delivery and excellent packaging.,2024-05-12,0.15318743069607366,Mumbai,0.0232
2877,2024-11-20,240,P008,Home,1233,2,2466,10,246.6,Mumbai,Kolkata,1477,1,Standard,5,5,0,0,NO_RETURN,17,0.4375,2038.19,5.0,Outstanding quality item. Exceeded expectations and fast delivery. Will buy again.,2024-11-28,0.05617274299763899,Mumbai,0.0089
2878,2024-10-17,272,P015,Home,1721,2,3442,0,0.0,Pune,Delhi,1082,0,Standard,7,7,0,0,NO_RETURN,17,0.3125,1892.44,,,,0.03,Pune,0.0165
2879,2024-04-05,233,P042,Home,1343,1,1343,0,0.0,Kolkata,Kolkata,133,0,Standard,6,7,1,0,NO_RETURN,7,0.1667,1758.17,,,,0.20657758693050257,Kolkata,0.037
2880,2024-04-05,166,P062,Home,678,1,678,0,0.0,Chennai,Mumbai,1008,0,Standard,6,7,1,1,QUALITY_DEFECT,4,0.0,2503.67,1.0,Worst item ever. Doesn't work and arrived broken. Complete waste of money.,2024-04-13,0.4,Chennai,0.0315
2881,2024-05-27,98,P023,Clothing,1496,1,1496,20,299.2,Hyderabad,Delhi,1102,0,Standard,5,5,0,1,SIZE_FIT_ISSUE,8,0.2857,2215.86,2.0,Disappointing fit and quality. Cheap material and arrived wrinkled. Bad experience.,2024-06-09,0.12195248189953253,Hyderabad,0.1422
2882,2024-08-14,225,P024,Electronics,3580,1,3580,10,358.0,Kolkata,Bangalore,1735,1,Express,2,2,0,1,NO_LONGER_NEEDED,6,0.0,1607.2,,,,0.22201901405614574,Kolkata,0.005
2883,2024-01-30,58,P013,Home,2093,1,2093,20,418.6,Bangalore,Hyderabad,496,0,Standard,6,8,2,1,NO_LONGER_NEEDED,2,0.0,1912.0,,,,0.03,Bangalore,0.0691
2884,2024-08-16,210,P020,Electronics,4976,2,9952,30,2985.6,Mumbai,Mumbai,51,0,Standard,4,4,0,1,WRONG_ITEM,10,0.6667,2503.33,,,,0.39052669344838886,Mumbai,0.0149
2885,2024-11-24,102,P077,Beauty,294,1,294,0,0.0,Bangalore,Delhi,1542,1,Standard,4,4,0,1,QUALITY_DEFECT,17,0.5625,1537.31,,,,0.1854385974448018,Bangalore,0.0238
2886,2024-02-21,162,P078,Clothing,919,1,919,10,91.9,Kolkata,Kolkata,106,0,Standard,6,6,0,0,NO_RETURN,6,0.6,1188.2,5.0,Beautiful garment! True to size and great fabric. Fast delivery and excellent packaging.,2024-03-04,0.12222181584601793,Kolkata,0.0558
2887,2024-06-18,3,P044,Electronics,1018,1,1018,0,0.0,Bangalore,Hyderabad,446,0,Standard,4,4,0,1,QUALITY_DEFECT,9,0.75,912.88,,,,0.19892271481602355,Bangalore,0.0829
2888,2024-09-10,275,P070,Electronics,7142,1,7142,10,714.2,Ahmedabad,Kolkata,1531,1,Standard,4,4,0,1,QUALITY_DEFECT,10,0.2222,3391.89,2.0,Disappointing device. Poor performance and battery dies quickly. Not recommended.,2024-09-24,0.10584457096089395,Ahmedabad,0.0653
2889,2024-09-16,73,P057,Clothing,715,1,715,0,0.0,Mumbai,Delhi,1065,0,Standard,6,6,0,1,SIZE_FIT_ISSUE,10,0.2222,2056.11,1.0,Complete failure. garment falls apart. Horrible purchase experience.,2024-09-22,0.19151533506231203,Mumbai,0.005
2890,2024-10-02,152,P077,Beauty,291,2,582,20,116.4,Bangalore,Hyderabad,498,0,Express,2,3,1,1,QUALITY_DEFECT,11,0.2,2645.8,,,,0.2151093765468511,Bangalore,0.0238
2891,2024-10-28,133,P066,Clothing,754,2,1508,20,301.6,Kolkata,Mumbai,1548,1,Express,4,7,3,0,NO_RETURN,15,0.2857,2347.29,3.0,Average garment. Fits okay but material feels cheap. Delivery was fast.,2024-11-16,0.15375933371874473,Kolkata,0.005
2892,2024-11-29,82,P011,Beauty,905,1,905,0,0.0,Kolkata,Kolkata,110,0,Standard,7,9,2,0,NO_RETURN,14,0.1538,1853.0,5.0,Outstanding results with this product. Quality is excellent and worth every penny. Five stars!,2024-12-02,0.12423046528657122,Kolkata,0.0647
2893,2024-07-01,6,P047,Beauty,572,3,1716,25,429.0,Pune,Mumbai,133,0,Standard,4,4,0,1,QUALITY_DEFECT,15,0.3571,2262.71,4.0,Nice product! Effective and arrived quickly. Minor issues with texture.,2024-07-17,0.09392521508693728,Pune,0.0572
2894,2024-12-09,132,P005,Home,815,2,1630,0,0.0,Hyderabad,Hyderabad,16,0,Standard,7,7,0,0,NO_RETURN,22,0.3333,1820.24,5.0,"Love this item! Well-made, functional, and arrived in perfect condition. Great value.",2024-12-15,0.13050410030290874,Hyderabad,0.005
2895,2024-12-30,286,P051,Home,789,1,789,5,39.45,Pune,Bangalore,781,0,Express,2,2,0,0,NO_RETURN,14,0.0769,2920.15,,,,0.08155315760211021,Pune,0.0155
2896,2024-09-21,181,P072,Beauty,286,2,572,0,0.0,Bangalore,Bangalore,115,0,Standard,4,7,3,0,NO_RETURN,12,0.4545,1429.36,,,,0.09334252060627274,Bangalore,0.0397
2897,2024-02-12,251,P024,Electronics,3577,1,3577,10,357.7,Ahmedabad,Delhi,719,0,Express,2,2,0,0,NO_RETURN,2,1.0,9276.0,,,,0.12396870899060239,Ahmedabad,0.005
2898,2024-10-25,296,P051,Home,820,1,820,0,0.0,Mumbai,Mumbai,148,0,Express,4,4,0,0,NO_RETURN,10,0.5556,2545.44,,,,0.30791185798545934,Mumbai,0.0155
2899,2024-05-10,151,P051,Home,845,1,845,10,84.5,Chennai,Kolkata,1415,1,Standard,5,7,2,1,DELIVERY_DELAY,6,0.6,1591.4,1.0,Worst item ever. Doesn't work and arrived broken. Complete waste of money.,2024-05-25,0.24878121863431027,Chennai,0.0155
2900,2024-04-29,211,P050,Beauty,879,2,1758,10,175.8,Chennai,Kolkata,1411,1,Express,2,2,0,0,NO_RETURN,7,0.1667,3194.67,4.0,This product is alright. Good quality ingredients but not amazing. Worth trying.,2024-05-08,0.03454361856672944,Chennai,0.0492
2901,2024-08-31,228,P024,Electronics,3400,1,3400,0,0.0,Mumbai,Bangalore,837,0,Standard,4,7,3,0,NO_RETURN,8,0.5714,1179.29,,,,0.1468197991286229,Mumbai,0.005
2902,2024-01-20,57,P006,Electronics,695,1,695,25,173.75,Delhi,Kolkata,1142,0,Standard,7,7,0,1,QUALITY_DEFECT,2,0.0,782.0,3.0,So-so device. Good price but quality is average. Arrived on time.,2024-01-22,0.03,Delhi,0.0343
2903,2024-10-05,202,P043,Electronics,964,1,964,5,48.2,Chennai,Hyderabad,475,0,Standard,6,7,1,1,NOT_AS_DESCRIBED,18,0.1765,2592.47,,,,0.1519112136804379,Chennai,0.0134
2904,2024-08-08,263,P030,Beauty,731,1,731,15,109.65,Kolkata,Delhi,1179,0,Standard,6,6,0,0,NO_RETURN,7,0.0,1082.5,,,,0.18976915085355667,Kolkata,0.0316
2905,2024-11-10,104,P047,Beauty,545,3,1635,0,0.0,Chennai,Delhi,1924,1,Express,4,4,0,1,QUALITY_DEFECT,21,0.35,2062.75,3.0,This product is alright. Works but not as advertised. Arrived quickly.,2024-11-13,0.11579848284885043,Chennai,0.0572
2906,2024-02-04,161,P060,Clothing,919,1,919,10,91.9,Pune,Delhi,1294,1,Express,4,4,0,0,NO_RETURN,3,1.0,1262.0,5.0,Beautiful garment! True to size and great fabric. Fast delivery and excellent packaging.,2024-02-06,0.09598407354742522,Pune,0.0212
2907,2024-10-02,202,P015,Home,1769,3,5307,20,1061.4,Chennai,Kolkata,1288,1,Standard,6,8,2,0,NO_RETURN,17,0.1875,2422.81,5.0,Outstanding quality item. Exceeded expectations and fast delivery. Will buy again.,2024-10-09,0.1519112136804379,Chennai,0.0165
2908,2024-07-17,184,P070,Electronics,6913,2,13826,5,691.3,Ahmedabad,Kolkata,1468,1,Standard,4,4,0,0,NO_RETURN,9,0.25,1751.38,5.0,Perfect purchase! The device works exactly as advertised. Great value and fast shipping.,2024-07-19,0.14170701414503342,Ahmedabad,0.0653
2909,2024-10-10,203,P037,Home,2292,1,2292,10,229.2,Hyderabad,Hyderabad,68,0,Standard,6,6,0,1,QUALITY_DEFECT,14,0.3077,1825.0,2.0,This item is subpar. Difficult assembly and low quality. Not worth it.,2024-10-25,0.20526855148800066,Hyderabad,0.0476
2910,2024-10-02,165,P003,Clothing,1465,1,1465,0,0.0,Mumbai,Hyderabad,561,0,Standard,6,11,5,1,DELIVERY_DELAY,4,1.0,1807.67,4.0,"This garment is okay. Comfortable wear but not the best quality. Still, good value.",2024-10-20,0.3610838931456364,Mumbai,0.0232
2911,2024-10-20,13,P010,Electronics,1713,1,1713,25,428.25,Bangalore,Bangalore,14,0,Express,4,4,0,1,DELIVERY_DELAY,13,0.25,1734.0,2.0,Disappointing device. Poor performance and battery dies quickly. Not recommended.,2024-10-25,0.17637932113312224,Bangalore,0.0301
2912,2024-08-11,102,P077,Beauty,315,2,630,0,0.0,Bangalore,Delhi,1827,1,Express,4,8,4,0,NO_RETURN,10,0.4444,1702.44,3.0,So-so product. Good ingredients but texture poor. Mixed reviews.,2024-08-26,0.1854385974448018,Bangalore,0.0238
2913,2024-10-03,12,P074,Electronics,1607,1,1607,20,321.4,Pune,Delhi,1120,0,Express,2,2,0,0,NO_RETURN,17,0.375,1834.81,5.0,Perfect purchase! The device works exactly as advertised. Great value and fast shipping.,2024-10-16,0.05383153251198716,Pune,0.009
2914,2024-01-20,169,P002,Clothing,1169,1,1169,15,175.35,Mumbai,Mumbai,24,0,Standard,7,7,0,1,SIZE_FIT_ISSUE,1,0.0,1169.0,,,,0.08445044685590826,Mumbai,0.0089
2915,2024-01-12,272,P036,Electronics,2620,2,5240,30,1572.0,Pune,Hyderabad,564,0,Standard,4,6,2,1,DELIVERY_DELAY,2,0.0,3462.0,2.0,Poor quality device. Doesn't meet expectations. Delivery was slow.,2024-01-20,0.03,Pune,0.018
2916,2024-07-26,16,P043,Electronics,935,1,935,0,0.0,Chennai,Hyderabad,559,0,Standard,5,5,0,0,NO_RETURN,8,0.5714,2423.29,5.0,This device exceeded my expectations. Fast delivery and excellent build quality. Worth every penny!,2024-08-01,0.28542716430465825,Chennai,0.0134
2917,2024-10-17,229,P009,Beauty,1012,2,2024,0,0.0,Bangalore,Delhi,1813,1,Standard,7,10,3,1,QUALITY_DEFECT,9,0.25,3899.38,2.0,Poor product. Causes irritation and no results. Very disappointed.,2024-10-21,0.30974722760549206,Bangalore,0.024
2918,2024-10-04,39,P065,Beauty,354,3,1062,10,106.2,Mumbai,Kolkata,1600,1,Standard,6,6,0,0,NO_RETURN,12,0.1818,2305.64,5.0,"Love this product! Effective, pleasant scent, and arrived quickly. Will repurchase.",2024-10-20,0.15318743069607366,Mumbai,0.005
2919,2024-08-09,16,P012,Electronics,2329,1,2329,20,465.8,Chennai,Hyderabad,466,0,Standard,6,6,0,0,NO_RETURN,9,0.5,2237.25,,,,0.28542716430465825,Chennai,0.0071
2920,2024-10-12,165,P058,Electronics,986,3,2958,15,443.7,Mumbai,Mumbai,143,0,Standard,7,7,0,0,NO_RETURN,5,1.0,1722.0,3.0,Average device. Works but has some issues with performance. Delivery was fast though.,2024-10-24,0.3610838931456364,Mumbai,0.005
2921,2024-11-25,154,P062,Home,695,1,695,0,0.0,Ahmedabad,Kolkata,1513,1,Standard,5,7,2,0,NO_RETURN,15,0.2857,1460.57,3.0,Average item. Functional but poor quality materials. Assembly was difficult.,2024-12-06,0.1583819004230847,Ahmedabad,0.0315
2922,2024-07-16,183,P038,Beauty,271,2,542,0,0.0,Delhi,Bangalore,1562,1,Standard,6,9,3,1,WRONG_ITEM,1,0.0,542.0,,,,0.2640789756376079,Delhi,0.008
2923,2024-03-02,278,P051,Home,842,1,842,0,0.0,Chennai,Bangalore,283,0,Standard,7,7,0,0,NO_RETURN,4,0.3333,1536.33,,,,0.04752184955163849,Chennai,0.0155
2924,2024-04-01,52,P011,Beauty,891,1,891,0,0.0,Mumbai,Bangalore,783,0,Standard,4,4,0,0,NO_RETURN,3,0.0,429.0,,,,0.08641618852893848,Mumbai,0.0647
2925,2024-03-13,276,P047,Beauty,579,2,1158,10,115.8,Bangalore,Hyderabad,429,0,Express,3,3,0,0,NO_RETURN,5,0.25,1919.25,,,,0.11758163006990627,Bangalore,0.0572
2926,2024-01-30,65,P050,Beauty,896,1,896,20,179.2,Pune,Bangalore,770,0,Express,4,4,0,1,QUALITY_DEFECT,4,0.0,3700.0,,,,0.16956810138234796,Pune,0.0492
