order_id,shipping_mode,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area
ORD5436,Express,2,2,0,485,0
ORD5437,Express,2,2,0,1336,0
ORD5438,Standard,5,6,1,2147,1
ORD5439,Express,2,2,0,458,0
ORD5440,Standard,5,5,0,1429,0
ORD5441,Express,2,2,0,278,0
ORD5442,Standard,5,5,0,969,0
ORD5443,Express,2,3,1,1615,1
ORD5444,Standard,5,5,0,1522,1
ORD5445,Standard,5,6,1,2165,1
ORD5446,Standard,5,5,0,1429,0
ORD5447,Standard,5,6,1,2271,1
ORD5448,Standard,5,8,3,2048,1
ORD5449,Standard,5,7,2,2440,1
ORD5450,Standard,5,5,0,1990,1
ORD5451,Express,2,3,1,1290,0
ORD5452,Standard,5,6,1,1113,0
ORD5453,Express,2,2,0,833,0
ORD5454,Standard,5,8,3,1942,1
ORD5455,Standard,5,5,0,500,0
ORD5456,Standard,5,5,0,1607,1
ORD5457,Standard,5,6,1,1129,0
ORD5458,Express,2,2,0,76,0
ORD5459,Express,2,2,0,428,0
ORD5460,Standard,5,5,0,467,0
ORD5461,Express,2,3,1,1599,1
ORD5462,Standard,5,6,1,1294,0
ORD5463,Standard,5,6,1,1235,0
ORD5464,Standard,5,5,0,1200,0
ORD5465,Standard,5,6,1,504,0
ORD5466,Standard,5,6,1,1328,0
ORD5467,Standard,5,5,0,691,0
ORD5468,Standard,5,5,0,1318,0
ORD5469,Express,2,3,1,1746,1
ORD5470,Express,2,3,1,459,0
ORD5471,Standard,5,5,0,139,0
ORD5472,Express,2,2,0,1163,0
ORD5473,Express,2,4,2,1393,0
ORD5474,Express,2,3,1,273,0
ORD5475,Standard,5,5,0,929,0
ORD5476,Express,2,2,0,2428,1
ORD5477,Standard,5,5,0,990,0
ORD5478,Standard,5,6,1,1660,1
ORD5479,Standard,5,5,0,811,0
ORD5480,Standard,5,5,0,67,0
ORD5481,Standard,5,5,0,1797,1
ORD5482,Standard,5,5,0,317,0
ORD5483,Express,2,2,0,2052,1
ORD5484,Standard,5,6,1,198,0
ORD5485,Express,2,3,1,1259,0
ORD5486,Express,2,2,0,975,0
ORD5487,Express,2,2,0,1855,1
ORD5488,Express,2,3,1,2441,1
ORD5489,Express,2,2,0,2166,1
ORD5490,Standard,5,8,3,1710,1
ORD5491,Express,2,2,0,1969,1
ORD5492,Express,2,2,0,1332,0
ORD5493,Standard,5,5,0,877,0
ORD5494,Standard,5,5,0,503,0
ORD5495,Standard,5,5,0,2400,1
ORD5496,Standard,5,5,0,1188,0
ORD5497,Express,2,2,0,1223,0
ORD5498,Express,2,2,0,1883,1
ORD5499,Express,2,2,0,2362,1
ORD5500,Express,2,3,1,712,0
ORD5501,Standard,5,5,0,914,0
ORD5502,Standard,5,6,1,276,0
ORD5503,Express,2,2,0,1705,1
ORD5504,Express,2,2,0,507,0
ORD5505,Express,2,2,0,1014,0
ORD5506,Express,2,2,0,1801,1
ORD5507,Express,2,2,0,673,0
ORD5508,Express,2,2,0,2204,1
ORD5509,Standard,5,6,1,678,0
ORD5510,Express,2,2,0,428,0
ORD5511,Express,2,3,1,2411,1
ORD5512,Express,2,2,0,1853,1
ORD5513,Express,2,2,0,1540,1
ORD5514,Standard,5,7,2,1358,0
ORD5515,Standard,5,5,0,1438,0
ORD5516,Standard,5,5,0,1569,1
ORD5517,Express,2,2,0,904,0
ORD5518,Express,2,2,0,113,0
ORD5519,Express,2,2,0,2040,1
ORD5520,Standard,5,6,1,1997,1
ORD5521,Express,2,2,0,1678,1
ORD5522,Express,2,3,1,1369,0
ORD5523,Express,2,2,0,147,0
ORD5524,Standard,5,6,1,79,0
ORD5525,Standard,5,5,0,390,0
ORD5526,Express,2,2,0,338,0
ORD5527,Express,2,2,0,1083,0
ORD5528,Standard,5,5,0,620,0
ORD5529,Standard,5,5,0,2327,1
ORD5530,Express,2,3,1,2396,1
ORD5531,Express,2,2,0,2008,1
ORD5532,Express,2,4,2,1124,0
ORD5533,Express,2,2,0,1053,0
ORD5534,Express,2,2,0,1766,1
ORD5535,Standard,5,5,0,622,0
ORD5536,Express,2,2,0,1227,0
ORD5537,Standard,5,5,0,169,0
ORD5538,Standard,5,9,4,1837,1
ORD5539,Standard,5,5,0,1347,0
ORD5540,Standard,5,5,0,1745,1
ORD5541,Standard,5,6,1,1048,0
ORD5542,Standard,5,5,0,785,0
ORD5543,Standard,5,6,1,1697,1
ORD5544,Express,2,2,0,1034,0
ORD5545,Express,2,2,0,727,0
ORD5546,Express,2,2,0,1103,0
ORD5547,Express,2,2,0,1067,0
ORD5548,Express,2,2,0,2127,1
ORD5549,Standard,5,6,1,954,0
ORD5550,Standard,5,5,0,1362,0
ORD5551,Express,2,2,0,1349,0
ORD5552,Standard,5,6,1,1641,1
ORD5553,Express,2,3,1,263,0
ORD5554,Standard,5,6,1,672,0
ORD5555,Standard,5,6,1,526,0
ORD5556,Standard,5,6,1,936,0
ORD5557,Standard,5,5,0,767,0
ORD5558,Express,2,3,1,1968,1
ORD5559,Standard,5,6,1,1520,1
ORD5560,Express,2,2,0,326,0
ORD5561,Express,2,2,0,1899,1
ORD5562,Standard,5,5,0,1653,1
ORD5563,Standard,5,5,0,2211,1
ORD5564,Express,2,2,0,1815,1
ORD5565,Standard,5,5,0,890,0
ORD5566,Standard,5,5,0,1530,1
ORD5567,Standard,5,5,0,2417,1
ORD5568,Standard,5,6,1,2144,1
ORD5569,Standard,5,5,0,1982,1
ORD5570,Standard,5,5,0,390,0
ORD5571,Express,2,2,0,2281,1
ORD5572,Express,2,2,0,597,0
ORD5573,Standard,5,5,0,2304,1
ORD5574,Express,2,2,0,706,0
ORD5575,Standard,5,5,0,1670,1
ORD5576,Express,2,2,0,1497,0
ORD5577,Standard,5,5,0,125,0
ORD5578,Standard,5,6,1,1293,0
ORD5579,Standard,5,5,0,577,0
ORD5580,Standard,5,6,1,102,0
ORD5581,Standard,5,5,0,578,0
ORD5582,Standard,5,7,2,61,0
ORD5583,Express,2,2,0,633,0
ORD5584,Standard,5,5,0,1921,1
ORD5585,Standard,5,6,1,1830,1
ORD5586,Standard,5,6,1,508,0
ORD5587,Standard,5,5,0,557,0
ORD5588,Express,2,2,0,2336,1
ORD5589,Standard,5,5,0,1091,0
ORD5590,Standard,5,5,0,1645,1
ORD5591,Standard,5,11,6,2288,1
ORD5592,Standard,5,5,0,458,0
ORD5593,Express,2,3,1,1717,1
ORD5594,Standard,5,6,1,2451,1
ORD5595,Standard,5,6,1,1720,1
ORD5596,Standard,5,6,1,550,0
ORD5597,Standard,5,5,0,716,0
ORD5598,Express,2,2,0,2111,1
ORD5599,Express,2,2,0,1295,0
ORD5600,Standard,5,5,0,1303,0
ORD5601,Express,2,2,0,862,0
ORD5602,Standard,5,6,1,524,0
ORD5603,Express,2,2,0,2124,1
ORD5604,Express,2,3,1,2275,1
ORD5605,Standard,5,5,0,955,0
ORD5606,Standard,5,6,1,1024,0
ORD5607,Standard,5,5,0,2478,1
ORD5608,Standard,5,7,2,1317,0
ORD5609,Standard,5,6,1,1557,1
ORD5610,Express,2,2,0,1542,1
ORD5611,Express,2,2,0,1494,0
ORD5612,Express,2,3,1,2081,1
ORD5613,Standard,5,5,0,1889,1
ORD5614,Standard,5,5,0,1301,0
ORD5615,Standard,5,8,3,1861,1
ORD5616,Standard,5,5,0,409,0
ORD5617,Express,2,3,1,2223,1
ORD5618,Standard,5,7,2,793,0
ORD5619,Express,2,3,1,2186,1
ORD5620,Standard,5,6,1,2155,1
ORD5621,Standard,5,6,1,78,0
ORD5622,Express,2,2,0,483,0
ORD5623,Express,2,2,0,2414,1
ORD5624,Express,2,2,0,480,0
ORD5625,Express,2,2,0,249,0
ORD5626,Express,2,2,0,2265,1
ORD5627,Standard,5,7,2,2152,1
ORD5628,Express,2,2,0,2149,1
ORD5629,Standard,5,6,1,2406,1
ORD5630,Standard,5,7,2,2378,1
ORD5631,Express,2,2,0,2435,1
ORD5632,Express,2,2,0,1330,0
ORD5633,Express,2,3,1,1318,0
ORD5634,Express,2,2,0,2431,1
ORD5635,Express,2,3,1,604,0
ORD5636,Standard,5,6,1,1269,0
ORD5637,Standard,5,5,0,1651,1
ORD5638,Standard,5,7,2,2162,1
ORD5639,Standard,5,5,0,1942,1
ORD5640,Express,2,2,0,1540,1
ORD5641,Standard,5,7,2,2085,1
ORD5642,Express,2,2,0,2003,1
ORD5643,Standard,5,6,1,2052,1
ORD5644,Standard,5,6,1,1863,1
ORD5645,Express,2,4,2,1957,1
ORD5646,Standard,5,6,1,1345,0
ORD5647,Standard,5,6,1,2064,1
ORD5648,Standard,5,5,0,658,0
ORD5649,Express,2,3,1,1207,0
ORD5650,Express,2,2,0,582,0
ORD5651,Standard,5,6,1,817,0
ORD5652,Express,2,2,0,1340,0
ORD5653,Express,2,2,0,536,0
ORD5654,Express,2,2,0,2483,1
ORD5655,Standard,5,5,0,1056,0
ORD5656,Express,2,2,0,186,0
ORD5657,Express,2,2,0,1557,1
ORD5658,Standard,5,5,0,200,0
ORD5659,Standard,5,5,0,846,0
ORD5660,Express,2,4,2,2358,1
ORD5661,Standard,5,5,0,2306,1
ORD5662,Standard,5,5,0,654,0
ORD5663,Express,2,2,0,171,0
ORD5664,Standard,5,5,0,741,0
ORD5665,Standard,5,5,0,158,0
ORD5666,Express,2,2,0,1067,0
ORD5667,Express,2,2,0,1376,0
ORD5668,Express,2,2,0,259,0
ORD5669,Standard,5,5,0,2096,1
ORD5670,Express,2,2,0,936,0
ORD5671,Express,2,3,1,835,0
ORD5672,Express,2,2,0,1733,1
ORD5673,Express,2,2,0,632,0
ORD5674,Standard,5,5,0,802,0
ORD5675,Standard,5,6,1,2361,1
ORD5676,Standard,5,6,1,1690,1
ORD5677,Express,2,2,0,147,0
ORD5678,Standard,5,5,0,757,0
ORD5679,Express,2,2,0,1317,0
ORD5680,Express,2,2,0,720,0
ORD5681,Standard,5,6,1,2307,1
ORD5682,Standard,5,6,1,2459,1
ORD5683,Standard,5,5,0,2417,1
ORD5684,Standard,5,5,0,510,0
ORD5685,Standard,5,7,2,2017,1
ORD5686,Standard,5,6,1,645,0
ORD5687,Express,2,3,1,1195,0
ORD5688,Express,2,2,0,2342,1
ORD5689,Express,2,2,0,732,0
ORD5690,Express,2,3,1,842,0
ORD5691,Standard,5,6,1,374,0
ORD5692,Standard,5,5,0,1242,0
ORD5693,Express,2,4,2,2111,1
ORD5694,Standard,5,7,2,2375,1
ORD5695,Express,2,2,0,1852,1
ORD5696,Express,2,3,1,1938,1
ORD5697,Express,2,3,1,1972,1
ORD5698,Standard,5,6,1,1858,1
ORD5699,Express,2,2,0,2010,1
ORD5700,Standard,5,7,2,2155,1
ORD5701,Express,2,2,0,685,0
ORD5702,Standard,5,7,2,2149,1
ORD5703,Standard,5,6,1,1596,1
ORD5704,Express,2,3,1,355,0
ORD5705,Express,2,3,1,1635,1
ORD5706,Standard,5,5,0,874,0
ORD5707,Express,2,3,1,1983,1
ORD5708,Standard,5,5,0,641,0
ORD5709,Standard,5,5,0,2330,1
ORD5710,Express,2,2,0,390,0
ORD5711,Standard,5,6,1,2328,1
ORD5712,Standard,5,6,1,1980,1
ORD5713,Express,2,3,1,470,0
ORD5714,Express,2,2,0,473,0
ORD5715,Express,2,3,1,288,0
ORD5716,Express,2,2,0,1863,1
ORD5717,Standard,5,5,0,1252,0
ORD5718,Express,2,2,0,325,0
ORD5719,Express,2,3,1,258,0
ORD5720,Express,2,2,0,165,0
ORD5721,Standard,5,5,0,658,0
ORD5722,Express,2,3,1,719,0
ORD5723,Standard,5,5,0,184,0
ORD5724,Express,2,2,0,1988,1
ORD5725,Express,2,3,1,992,0
ORD5726,Express,2,2,0,1316,0
ORD5727,Standard,5,5,0,1621,1
ORD5728,Express,2,3,1,728,0
ORD5729,Standard,5,7,2,1855,1
ORD5730,Standard,5,5,0,818,0
ORD5731,Express,2,2,0,1785,1
ORD5732,Express,2,2,0,1603,1
ORD5733,Standard,5,5,0,2221,1
ORD5734,Standard,5,5,0,1537,1
ORD5735,Express,2,2,0,2164,1
ORD5736,Standard,5,6,1,2161,1
ORD5737,Express,2,2,0,750,0
ORD5738,Express,2,2,0,1869,1
ORD5739,Express,2,2,0,906,0
ORD5740,Express,2,2,0,2471,1
ORD5741,Express,2,2,0,340,0
ORD5742,Express,2,3,1,2145,1
ORD5743,Express,2,3,1,2493,1
ORD5744,Standard,5,5,0,1512,1
ORD5745,Standard,5,5,0,264,0
ORD5746,Standard,5,5,0,1176,0
ORD5747,Standard,5,5,0,689,0
ORD5748,Express,2,2,0,599,0
ORD5749,Express,2,4,2,2294,1
ORD5750,Standard,5,5,0,1204,0
ORD5751,Express,2,4,2,1880,1
ORD5752,Express,2,2,0,474,0
ORD5753,Express,2,2,0,788,0
ORD5754,Express,2,3,1,800,0
ORD5755,Express,2,2,0,640,0
ORD5756,Express,2,2,0,1802,1
ORD5757,Express,2,2,0,2465,1
ORD5758,Express,2,2,0,1404,0
ORD5759,Standard,5,5,0,1015,0
ORD5760,Standard,5,6,1,2430,1
ORD5761,Standard,5,6,1,1394,0
ORD5762,Express,2,2,0,1413,0
ORD5763,Standard,5,5,0,1078,0
ORD5764,Standard,5,5,0,504,0
ORD5765,Express,2,2,0,1042,0
ORD5766,Express,2,2,0,536,0
ORD5767,Express,2,3,1,2320,1
ORD5768,Standard,5,6,1,1033,0
ORD5769,Standard,5,5,0,1765,1
ORD5770,Standard,5,6,1,1344,0
ORD5771,Standard,5,5,0,587,0
ORD5772,Express,2,3,1,1038,0
ORD5773,Standard,5,6,1,2065,1
ORD5774,Express,2,3,1,1920,1
ORD5775,Standard,5,5,0,306,0
ORD5776,Standard,5,5,0,908,0
ORD5777,Express,2,3,1,2260,1
ORD5778,Express,2,2,0,367,0
ORD5779,Express,2,2,0,2153,1
ORD5780,Express,2,2,0,1385,0
ORD5781,Standard,5,5,0,726,0
ORD5782,Standard,5,5,0,1436,0
ORD5783,Express,2,2,0,1822,1
ORD5784,Express,2,2,0,1647,1
ORD5785,Express,2,2,0,769,0
ORD5786,Express,2,4,2,1889,1
ORD5787,Standard,5,6,1,1043,0
ORD5788,Express,2,2,0,423,0
ORD5789,Standard,5,6,1,118,0
ORD5790,Express,2,2,0,569,0
ORD5791,Express,2,2,0,607,0
ORD5792,Express,2,2,0,812,0
ORD5793,Express,2,3,1,169,0
ORD5794,Express,2,3,1,1888,1
ORD5795,Standard,5,6,1,1715,1
ORD5796,Express,2,2,0,1558,1
ORD5797,Standard,5,5,0,840,0
ORD5798,Express,2,2,0,199,0
ORD5799,Express,2,3,1,2223,1
ORD5800,Standard,5,6,1,299,0
ORD5801,Standard,5,5,0,747,0
ORD5802,Express,2,2,0,718,0
ORD5803,Standard,5,5,0,1406,0
ORD5804,Standard,5,6,1,2420,1
ORD5805,Standard,5,7,2,1250,0
ORD5806,Express,2,2,0,2441,1
ORD5807,Express,2,2,0,1003,0
ORD5808,Standard,5,6,1,1266,0
ORD5809,Express,2,3,1,1816,1
ORD5810,Standard,5,5,0,717,0
ORD5811,Express,2,2,0,2239,1
ORD5812,Standard,5,5,0,93,0
ORD5813,Standard,5,5,0,1122,0
ORD5814,Express,2,2,0,703,0
ORD5815,Express,2,2,0,148,0
ORD5816,Standard,5,5,0,292,0
ORD5817,Standard,5,7,2,2408,1
ORD5818,Standard,5,6,1,1589,1
ORD5819,Standard,5,5,0,1362,0
ORD5820,Standard,5,6,1,2265,1
ORD5821,Standard,5,7,2,896,0
ORD5822,Express,2,2,0,1927,1
ORD5823,Express,2,2,0,340,0
ORD5824,Express,2,3,1,1557,1
ORD5825,Express,2,2,0,1497,0
ORD5826,Express,2,2,0,2384,1
ORD5827,Express,2,2,0,1377,0
ORD5828,Express,2,2,0,598,0
ORD5829,Express,2,2,0,519,0
ORD5830,Standard,5,5,0,1463,0
ORD5831,Standard,5,6,1,1553,1
ORD5832,Standard,5,6,1,354,0
ORD5833,Standard,5,7,2,807,0
ORD5834,Express,2,2,0,1359,0
ORD5835,Standard,5,5,0,1989,1
ORD5836,Express,2,2,0,879,0
ORD5837,Standard,5,5,0,822,0
ORD5838,Standard,5,6,1,755,0
ORD5839,Express,2,2,0,1220,0
ORD5840,Standard,5,5,0,1236,0
ORD5841,Express,2,2,0,419,0
ORD5842,Standard,5,5,0,1531,1
ORD5843,Express,2,2,0,2008,1
ORD5844,Standard,5,6,1,160,0
ORD5845,Express,2,2,0,412,0
ORD5846,Express,2,2,0,1288,0
ORD5847,Standard,5,6,1,1289,0
ORD5848,Express,2,3,1,1987,1
ORD5849,Express,2,2,0,770,0
ORD5850,Express,2,2,0,407,0
ORD5851,Standard,5,5,0,667,0
ORD5852,Standard,5,6,1,884,0
ORD5853,Standard,5,6,1,1237,0
ORD5854,Standard,5,5,0,716,0
ORD5855,Standard,5,5,0,2419,1
ORD5856,Standard,5,5,0,529,0
ORD5857,Standard,5,7,2,2151,1
ORD5858,Standard,5,7,2,1364,0
ORD5859,Standard,5,6,1,435,0
ORD5860,Express,2,2,0,1683,1
ORD5861,Standard,5,5,0,2033,1
ORD5862,Standard,5,5,0,521,0
ORD5863,Standard,5,5,0,1365,0
ORD5864,Standard,5,5,0,893,0
ORD5865,Express,2,3,1,1129,0
ORD5866,Express,2,2,0,363,0
ORD5867,Express,2,2,0,1462,0
ORD5868,Standard,5,7,2,1516,1
ORD5869,Express,2,2,0,905,0
ORD5870,Express,2,2,0,2113,1
ORD5871,Standard,5,6,1,1342,0
ORD5872,Standard,5,5,0,819,0
ORD5873,Express,2,2,0,892,0
ORD5874,Express,2,2,0,2482,1
ORD5875,Express,2,4,2,1676,1
ORD5876,Standard,5,6,1,1065,0
ORD5877,Standard,5,5,0,2069,1
ORD5878,Express,2,2,0,319,0
ORD5879,Express,2,2,0,860,0
ORD5880,Standard,5,5,0,175,0
ORD5881,Express,2,2,0,1250,0
ORD5882,Standard,5,7,2,750,0
ORD5883,Express,2,2,0,813,0
ORD5884,Standard,5,5,0,1581,1
ORD5885,Express,2,3,1,1508,1
ORD5886,Express,2,2,0,148,0
ORD5887,Standard,5,5,0,1013,0
ORD5888,Standard,5,7,2,2293,1
ORD5889,Standard,5,5,0,1035,0
ORD5890,Standard,5,5,0,1734,1
ORD5891,Express,2,2,0,1742,1
ORD5892,Express,2,3,1,2014,1
ORD5893,Express,2,3,1,995,0
ORD5894,Standard,5,6,1,1689,1
ORD5895,Express,2,2,0,2019,1
ORD5896,Express,2,2,0,2152,1
ORD5897,Standard,5,6,1,1153,0
ORD5898,Express,2,2,0,780,0
ORD5899,Standard,5,6,1,1603,1
ORD5900,Express,2,2,0,534,0
ORD5901,Standard,5,7,2,415,0
ORD5902,Standard,5,5,0,1413,0
ORD5903,Express,2,2,0,768,0
ORD5904,Express,2,2,0,2124,1
ORD5905,Express,2,2,0,416,0
ORD5906,Express,2,2,0,1166,0
ORD5907,Express,2,3,1,2370,1
ORD5908,Standard,5,6,1,86,0
ORD5909,Express,2,2,0,613,0
ORD5910,Express,2,3,1,2454,1
ORD5911,Standard,5,5,0,455,0
ORD5912,Standard,5,6,1,1649,1
ORD5913,Express,2,2,0,276,0
ORD5914,Express,2,2,0,137,0
ORD5915,Express,2,2,0,170,0
ORD5916,Express,2,2,0,185,0
ORD5917,Express,2,2,0,1113,0
ORD5918,Express,2,2,0,2211,1
ORD5919,Standard,5,6,1,113,0
ORD5920,Express,2,3,1,2410,1
ORD5921,Express,2,2,0,792,0
ORD5922,Express,2,3,1,1635,1
ORD5923,Standard,5,7,2,396,0
ORD5924,Express,2,3,1,1832,1
ORD5925,Standard,5,5,0,1749,1
ORD5926,Express,2,2,0,888,0
ORD5927,Express,2,2,0,1356,0
ORD5928,Standard,5,6,1,1726,1
ORD5929,Standard,5,7,2,1780,1
ORD5930,Standard,5,5,0,239,0
ORD5931,Express,2,4,2,2328,1
ORD5932,Express,2,3,1,1433,0
ORD5933,Express,2,2,0,2369,1
ORD5934,Standard,5,5,0,1333,0
ORD5935,Standard,5,6,1,923,0
ORD5936,Express,2,3,1,1521,1
ORD5937,Standard,5,5,0,902,0
ORD5938,Express,2,2,0,1984,1
ORD5939,Standard,5,6,1,2199,1
ORD5940,Express,2,2,0,348,0
ORD5941,Standard,5,5,0,525,0
ORD5942,Express,2,2,0,1693,1
ORD5943,Standard,5,5,0,297,0
ORD5944,Express,2,3,1,756,0
ORD5945,Standard,5,5,0,2164,1
ORD5946,Standard,5,5,0,1037,0
ORD5947,Express,2,3,1,2341,1
ORD5948,Standard,5,5,0,281,0
ORD5949,Standard,5,6,1,1445,0
ORD5950,Standard,5,5,0,2305,1
ORD5951,Express,2,2,0,2391,1
ORD5952,Express,2,3,1,1712,1
ORD5953,Express,2,2,0,1526,1
ORD5954,Standard,5,8,3,2389,1
ORD5955,Express,2,3,1,1309,0
ORD5956,Standard,5,5,0,106,0
ORD5957,Standard,5,6,1,1880,1
ORD5958,Express,2,2,0,1830,1
ORD5959,Standard,5,6,1,199,0
ORD5960,Standard,5,5,0,1168,0
ORD5961,Express,2,2,0,2064,1
ORD5962,Express,2,2,0,770,0
ORD5963,Express,2,2,0,1223,0
ORD5964,Express,2,2,0,1347,0
ORD5965,Express,2,2,0,417,0
ORD5966,Standard,5,5,0,1879,1
ORD5967,Express,2,3,1,2415,1
ORD5968,Express,2,2,0,1417,0
ORD5969,Standard,5,6,1,1841,1
ORD5970,Standard,5,5,0,288,0
ORD5971,Express,2,3,1,1464,0
ORD5972,Standard,5,5,0,91,0
ORD5973,Standard,5,5,0,1610,1
ORD5974,Standard,5,7,2,1163,0
ORD5975,Standard,5,5,0,562,0
ORD5976,Express,2,4,2,2404,1
ORD5977,Express,2,3,1,1721,1
ORD5978,Standard,5,6,1,2067,1
ORD5979,Standard,5,5,0,662,0
ORD5980,Express,2,2,0,702,0
ORD5981,Express,2,2,0,622,0
ORD5982,Standard,5,5,0,812,0
ORD5983,Standard,5,5,0,194,0
ORD5984,Standard,5,5,0,78,0
ORD5985,Standard,5,6,1,900,0
ORD5986,Express,2,3,1,95,0
ORD5987,Standard,5,5,0,2251,1
ORD5988,Express,2,3,1,1553,1
ORD5989,Express,2,3,1,2292,1
ORD5990,Express,2,2,0,947,0
ORD5991,Express,2,2,0,515,0
ORD5992,Express,2,2,0,2263,1
ORD5993,Express,2,2,0,1510,1
ORD5994,Standard,5,5,0,1555,1
ORD5995,Standard,5,6,1,1948,1
ORD5996,Express,2,2,0,173,0
ORD5997,Express,2,3,1,2189,1
ORD5998,Express,2,2,0,593,0
ORD5999,Standard,5,7,2,1921,1
ORD6000,Standard,5,6,1,915,0
ORD6001,Standard,5,6,1,437,0
ORD6002,Express,2,2,0,1464,0
ORD6003,Standard,5,5,0,573,0
ORD6004,Express,2,3,1,2196,1
ORD6005,Express,2,2,0,964,0
ORD6006,Express,2,2,0,433,0
ORD6007,Express,2,2,0,1060,0
ORD6008,Standard,5,5,0,996,0
ORD6009,Standard,5,5,0,1973,1
ORD6010,Express,2,3,1,1493,0
ORD6011,Express,2,2,0,1258,0
ORD6012,Standard,5,5,0,2493,1
ORD6013,Express,2,3,1,79,0
ORD6014,Express,2,2,0,1748,1
ORD6015,Express,2,3,1,862,0
ORD6016,Express,2,3,1,939,0
ORD6017,Standard,5,5,0,1965,1
ORD6018,Express,2,2,0,957,0
ORD6019,Express,2,2,0,1939,1
ORD6020,Standard,5,5,0,1217,0
ORD6021,Standard,5,5,0,317,0
ORD6022,Standard,5,6,1,2426,1
ORD6023,Express,2,2,0,1673,1
ORD6024,Express,2,2,0,901,0
ORD6025,Express,2,2,0,1296,0
ORD6026,Standard,5,7,2,1971,1
ORD6027,Express,2,2,0,424,0
ORD6028,Standard,5,7,2,860,0
ORD6029,Express,2,2,0,2340,1
ORD6030,Express,2,2,0,1764,1
ORD6031,Express,2,5,3,2072,1
ORD6032,Express,2,2,0,2299,1
ORD6033,Standard,5,6,1,2102,1
ORD6034,Express,2,3,1,1643,1
ORD6035,Standard,5,6,1,1862,1
ORD6036,Express,2,2,0,1862,1
ORD6037,Standard,5,6,1,1872,1
ORD6038,Express,2,3,1,2131,1
ORD6039,Express,2,2,0,286,0
ORD6040,Express,2,2,0,1198,0
ORD6041,Standard,5,5,0,1136,0
ORD6042,Express,2,3,1,1078,0
ORD6043,Standard,5,5,0,509,0
ORD6044,Standard,5,5,0,2116,1
ORD6045,Express,2,2,0,1321,0
ORD6046,Standard,5,5,0,918,0
ORD6047,Express,2,2,0,1932,1
ORD6048,Standard,5,8,3,1795,1
ORD6049,Standard,5,6,1,1023,0
ORD6050,Express,2,3,1,1488,0
ORD6051,Standard,5,6,1,2356,1
ORD6052,Express,2,2,0,552,0
ORD6053,Standard,5,5,0,937,0
ORD6054,Express,2,2,0,55,0
ORD6055,Standard,5,6,1,156,0
ORD6056,Standard,5,5,0,483,0
ORD6057,Standard,5,5,0,1255,0
ORD6058,Standard,5,6,1,1585,1
ORD6059,Express,2,2,0,2377,1
ORD6060,Express,2,3,1,1580,1
ORD6061,Standard,5,6,1,2410,1
ORD6062,Express,2,2,0,364,0
ORD6063,Express,2,2,0,654,0
ORD6064,Standard,5,5,0,2337,1
ORD6065,Express,2,2,0,465,0
ORD6066,Standard,5,6,1,900,0
ORD6067,Express,2,2,0,718,0
ORD6068,Express,2,2,0,219,0
ORD6069,Standard,5,5,0,1979,1
ORD6070,Express,2,2,0,1628,1
ORD6071,Standard,5,5,0,1641,1
ORD6072,Standard,5,6,1,1747,1
ORD6073,Standard,5,5,0,990,0
ORD6074,Express,2,3,1,350,0
ORD6075,Standard,5,5,0,738,0
ORD6076,Standard,5,7,2,2270,1
ORD6077,Standard,5,5,0,957,0
ORD6078,Express,2,3,1,2440,1
ORD6079,Standard,5,5,0,293,0
ORD6080,Standard,5,5,0,1215,0
ORD6081,Express,2,3,1,2323,1
ORD6082,Standard,5,5,0,132,0
ORD6083,Standard,5,6,1,2387,1
ORD6084,Express,2,2,0,1521,1
ORD6085,Standard,5,6,1,1779,1
ORD6086,Standard,5,5,0,1086,0
ORD6087,Standard,5,6,1,2096,1
ORD6088,Standard,5,6,1,1168,0
ORD6089,Express,2,4,2,2368,1
ORD6090,Standard,5,5,0,2469,1
ORD6091,Standard,5,5,0,1745,1
ORD6092,Express,2,2,0,1444,0
ORD6093,Standard,5,5,0,2287,1
ORD6094,Standard,5,5,0,2045,1
ORD6095,Standard,5,5,0,115,0
ORD6096,Express,2,3,1,1815,1
ORD6097,Express,2,2,0,1910,1
ORD6098,Standard,5,6,1,1464,0
ORD6099,Standard,5,6,1,2198,1
ORD6100,Express,2,3,1,1252,0
ORD6101,Express,2,3,1,2435,1
ORD6102,Express,2,2,0,580,0
ORD6103,Standard,5,6,1,545,0
ORD6104,Express,2,2,0,1833,1
ORD6105,Express,2,2,0,1688,1
ORD6106,Express,2,4,2,2028,1
ORD6107,Express,2,2,0,1600,1
ORD6108,Express,2,2,0,1259,0
ORD6109,Standard,5,5,0,405,0
ORD6110,Standard,5,5,0,1443,0
ORD6111,Express,2,2,0,2190,1
ORD6112,Express,2,2,0,306,0
ORD6113,Standard,5,6,1,1440,0
ORD6114,Express,2,3,1,982,0
ORD6115,Express,2,3,1,1571,1
ORD6116,Standard,5,5,0,1230,0
ORD6117,Standard,5,5,0,556,0
ORD6118,Express,2,2,0,976,0
ORD6119,Standard,5,5,0,1201,0
ORD6120,Standard,5,5,0,1136,0
ORD6121,Express,2,4,2,2023,1
ORD6122,Express,2,2,0,234,0
ORD6123,Express,2,2,0,2224,1
ORD6124,Express,2,2,0,2367,1
ORD6125,Standard,5,5,0,113,0
ORD6126,Express,2,2,0,666,0
ORD6127,Express,2,5,3,1947,1
ORD6128,Express,2,3,1,1531,1
ORD6129,Express,2,3,1,923,0
