order_id,customer_id,product_id,order_date,order_day_of_week,order_hour,quantity,product_price,discount_amount,discount_percentage,final_price,payment_method,is_cod
O3814,C833,P2,2025-05-28,Wednesday,12,1,1799,539.7,30,1259.3,UPI,0
O3815,C467,P1,2025-06-06,Friday,22,2,11999,7199.4,30,16798.6,UPI,0
O3816,C926,P6,2025-09-28,Sunday,15,1,3199,639.8,20,2559.2,COD,1
O3817,C612,P5,2025-05-12,Monday,3,1,3499,699.8,20,2799.2,COD,1
O3818,C426,P3,2026-01-01,Thursday,16,1,39999,15599.61,39,24399.39,UPI,0
O3819,C874,P1,2025-10-10,Friday,17,1,11999,3599.7,30,8399.3,Card,0
O3820,C401,P1,2025-09-15,Monday,11,1,11999,4559.62,38,7439.38,UPI,0
O3821,C48,P6,2025-08-03,Sunday,16,2,3199,0.0,0,6398.0,COD,1
O3822,C487,P5,2025-08-26,Tuesday,0,1,3499,69.98,2,3429.02,UPI,0
O3823,C124,P1,2025-09-09,Tuesday,15,1,11999,3479.71,29,8519.29,UPI,0
O3824,C272,P5,2025-06-17,Tuesday,9,1,3499,349.9,10,3149.1,COD,1
O3825,C52,P4,2025-11-05,Wednesday,10,1,24990,1999.2,8,22990.8,Card,0
O3826,C255,P3,2025-01-07,Tuesday,20,1,39999,0.0,0,39999.0,COD,1
O3827,C553,P4,2025-05-07,Wednesday,12,1,24990,4998.0,20,19992.0,Card,0
O3828,C383,P2,2025-12-25,Thursday,13,1,1799,0.0,0,1799.0,UPI,0
O3829,C470,P4,2025-07-07,Monday,7,1,24990,9746.1,39,15243.9,COD,1
O3830,C728,P1,2025-05-26,Monday,13,1,11999,2279.81,19,9719.19,UPI,0
O3831,C723,P1,2025-02-25,Tuesday,19,1,11999,2519.79,21,9479.21,UPI,0
O3832,C431,P6,2025-09-10,Wednesday,17,1,3199,895.72,28,2303.28,COD,1
O3833,C704,P5,2025-11-18,Tuesday,19,1,3499,0.0,0,3499.0,UPI,0
O3834,C193,P1,2025-10-28,Tuesday,3,1,11999,3479.71,29,8519.29,COD,1
O3835,C375,P1,2025-12-21,Sunday,7,1,11999,2639.78,22,9359.22,Card,0
O3836,C441,P3,2025-02-24,Monday,23,1,39999,7199.82,18,32799.18,COD,1
O3837,C319,P1,2025-08-06,Wednesday,13,1,11999,4799.6,40,7199.4,UPI,0
O3838,C975,P3,2025-11-18,Tuesday,22,1,39999,3999.9,10,35999.1,UPI,0
O3839,C170,P4,2025-08-19,Tuesday,15,1,24990,7497.0,30,17493.0,UPI,0
O3840,C947,P5,2025-04-27,Sunday,20,1,3499,1049.7,30,2449.3,UPI,0
O3841,C89,P5,2025-04-22,Tuesday,3,1,3499,734.79,21,2764.21,UPI,0
O3842,C347,P6,2025-08-03,Sunday,7,1,3199,351.89,11,2847.11,COD,1
O3843,C790,P1,2025-09-09,Tuesday,1,1,11999,3599.7,30,8399.3,COD,1
O3844,C430,P4,2025-08-05,Tuesday,0,1,24990,4998.0,20,19992.0,Card,0
O3845,C380,P3,2025-12-12,Friday,0,1,39999,7999.8,20,31999.2,Card,0
O3846,C33,P2,2025-12-22,Monday,11,1,1799,359.8,20,1439.2,COD,1
O3847,C506,P4,2025-03-18,Tuesday,21,1,24990,2499.0,10,22491.0,COD,1
O3848,C533,P6,2025-06-02,Monday,0,1,3199,0.0,0,3199.0,UPI,0
O3849,C63,P1,2025-02-04,Tuesday,20,1,11999,0.0,0,11999.0,UPI,0
O3850,C845,P4,2025-02-11,Tuesday,16,1,24990,7746.9,31,17243.1,UPI,0
O3851,C169,P3,2025-12-12,Friday,7,1,39999,799.98,2,39199.02,COD,1
O3852,C482,P3,2025-03-20,Thursday,0,2,39999,1599.96,2,78398.04,Card,0
O3853,C254,P3,2025-05-01,Thursday,8,3,39999,23999.4,20,95997.6,COD,1
O3854,C534,P6,2025-12-23,Tuesday,9,1,3199,0.0,0,3199.0,COD,1
O3855,C687,P2,2025-07-08,Tuesday,7,1,1799,539.7,30,1259.3,COD,1
O3856,C18,P6,2025-09-05,Friday,16,1,3199,0.0,0,3199.0,COD,1
O3857,C356,P4,2025-09-01,Monday,6,1,24990,4748.1,19,20241.9,UPI,0
O3858,C592,P4,2025-09-19,Friday,8,1,24990,7497.0,30,17493.0,COD,1
O3859,C463,P5,2025-02-01,Saturday,12,1,3499,419.88,12,3079.12,COD,1
O3860,C13,P1,2025-02-25,Tuesday,3,1,11999,3599.7,30,8399.3,COD,1
O3861,C688,P5,2025-10-25,Saturday,8,1,3499,279.92,8,3219.08,COD,1
O3862,C911,P3,2025-10-21,Tuesday,21,1,39999,3199.92,8,36799.08,UPI,0
O3863,C196,P5,2025-10-15,Wednesday,5,2,3499,1399.6,20,5598.4,COD,1
O3864,C780,P3,2025-09-20,Saturday,16,1,39999,0.0,0,39999.0,UPI,0
O3865,C62,P3,2025-06-07,Saturday,11,1,39999,3999.9,10,35999.1,UPI,0
O3866,C342,P6,2025-07-11,Friday,20,1,3199,607.81,19,2591.19,Card,0
O3867,C217,P4,2025-08-09,Saturday,4,1,24990,9746.1,39,15243.9,UPI,0
O3868,C609,P5,2025-02-06,Thursday,4,1,3499,0.0,0,3499.0,COD,1
O3869,C674,P6,2025-02-19,Wednesday,2,3,3199,959.7,10,8637.3,UPI,0
O3870,C849,P6,2025-05-11,Sunday,5,1,3199,639.8,20,2559.2,COD,1
O3871,C43,P6,2025-10-29,Wednesday,9,1,3199,959.7,30,2239.3,UPI,0
O3872,C983,P6,2025-10-28,Tuesday,14,1,3199,959.7,30,2239.3,UPI,0
O3873,C902,P2,2025-07-08,Tuesday,2,2,1799,359.8,10,3238.2,UPI,0
O3874,C248,P2,2025-05-09,Friday,21,2,1799,755.58,21,2842.42,UPI,0
O3875,C841,P3,2025-10-12,Sunday,20,1,39999,8399.79,21,31599.21,COD,1
O3876,C275,P2,2025-12-07,Sunday,23,1,1799,359.8,20,1439.2,COD,1
O3877,C377,P4,2025-01-06,Monday,15,1,24990,6997.2,28,17992.8,COD,1
O3878,C930,P3,2025-08-11,Monday,22,1,39999,7199.82,18,32799.18,UPI,0
O3879,C643,P2,2025-03-19,Wednesday,2,1,1799,539.7,30,1259.3,UPI,0
O3880,C112,P3,2025-05-28,Wednesday,9,1,39999,15199.62,38,24799.38,UPI,0
O3881,C649,P2,2025-02-03,Monday,5,1,1799,683.62,38,1115.38,UPI,0
O3882,C223,P5,2025-03-03,Monday,15,1,3499,69.98,2,3429.02,COD,1
O3883,C925,P3,2025-10-01,Wednesday,19,1,39999,16799.58,42,23199.42,UPI,0
O3884,C450,P3,2025-07-29,Tuesday,11,1,39999,7199.82,18,32799.18,COD,1
O3885,C268,P4,2025-12-03,Wednesday,15,1,24990,7497.0,30,17493.0,Card,0
O3886,C131,P2,2025-11-16,Sunday,16,1,1799,539.7,30,1259.3,UPI,0
O3887,C893,P1,2025-07-25,Friday,18,1,11999,2399.8,20,9599.2,COD,1
O3888,C890,P2,2025-07-23,Wednesday,17,3,1799,0.0,0,5397.0,COD,1
O3889,C572,P2,2025-01-09,Thursday,14,1,1799,0.0,0,1799.0,UPI,0
O3890,C758,P2,2025-01-25,Saturday,23,1,1799,539.7,30,1259.3,UPI,0
O3891,C505,P3,2025-10-04,Saturday,15,1,39999,7999.8,20,31999.2,Card,0
O3892,C321,P2,2025-09-28,Sunday,11,1,1799,539.7,30,1259.3,COD,1
O3893,C236,P1,2025-04-05,Saturday,3,1,11999,1199.9,10,10799.1,Card,0
O3894,C488,P4,2025-12-25,Thursday,2,1,24990,0.0,0,24990.0,COD,1
O3895,C247,P4,2025-07-13,Sunday,14,1,24990,2499.0,10,22491.0,COD,1
O3896,C787,P3,2025-11-26,Wednesday,15,1,39999,7999.8,20,31999.2,UPI,0
O3897,C657,P3,2025-05-20,Tuesday,20,1,39999,11999.7,30,27999.3,COD,1
O3898,C502,P3,2025-03-03,Monday,4,1,39999,15199.62,38,24799.38,UPI,0
O3899,C464,P2,2025-09-15,Monday,20,2,1799,1079.4,30,2518.6,COD,1
O3900,C340,P4,2025-12-20,Saturday,7,1,24990,7497.0,30,17493.0,COD,1
O3901,C751,P2,2025-03-26,Wednesday,15,1,1799,359.8,20,1439.2,UPI,0
O3902,C708,P4,2025-11-27,Thursday,17,1,24990,0.0,0,24990.0,UPI,0
O3903,C986,P6,2025-11-06,Thursday,21,1,3199,575.82,18,2623.18,COD,1
O3904,C906,P6,2025-08-28,Thursday,9,1,3199,703.78,22,2495.22,COD,1
O3905,C546,P5,2025-04-02,Wednesday,5,1,3499,664.81,19,2834.19,UPI,0
O3906,C601,P2,2025-01-22,Wednesday,21,1,1799,197.89,11,1601.11,Card,0
O3907,C455,P5,2025-05-28,Wednesday,10,1,3499,349.9,10,3149.1,UPI,0
O3908,C767,P5,2025-09-14,Sunday,23,1,3499,699.8,20,2799.2,UPI,0
O3909,C159,P6,2025-05-07,Wednesday,1,1,3199,671.79,21,2527.21,UPI,0
O3910,C891,P4,2025-01-02,Thursday,8,1,24990,10495.8,42,14494.2,UPI,0
O3911,C414,P3,2025-12-20,Saturday,21,1,39999,11999.7,30,27999.3,Card,0
O3912,C347,P6,2025-09-28,Sunday,20,2,3199,1983.38,31,4414.62,UPI,0
O3913,C108,P6,2025-05-11,Sunday,10,1,3199,0.0,0,3199.0,COD,1
O3914,C987,P5,2025-06-07,Saturday,3,1,3499,349.9,10,3149.1,UPI,0
O3915,C631,P3,2025-04-14,Monday,3,1,39999,3999.9,10,35999.1,Card,0
O3916,C776,P2,2025-01-22,Wednesday,6,1,1799,395.78,22,1403.22,COD,1
O3917,C945,P2,2025-06-08,Sunday,23,2,1799,1115.38,31,2482.62,Card,0
O3918,C843,P3,2025-08-02,Saturday,2,1,39999,3599.91,9,36399.09,UPI,0
O3919,C339,P6,2025-03-05,Wednesday,17,1,3199,0.0,0,3199.0,Card,0
O3920,C985,P1,2025-10-14,Tuesday,0,1,11999,4799.6,40,7199.4,UPI,0
O3921,C990,P1,2025-06-02,Monday,17,1,11999,1319.89,11,10679.11,UPI,0
O3922,C974,P1,2025-01-23,Thursday,12,1,11999,2399.8,20,9599.2,UPI,0
O3923,C771,P3,2025-05-25,Sunday,0,1,39999,7999.8,20,31999.2,Card,0
O3924,C476,P6,2025-05-25,Sunday,0,1,3199,255.92,8,2943.08,UPI,0
O3925,C221,P4,2025-07-24,Thursday,11,3,24990,0.0,0,74970.0,Card,0
O3926,C457,P1,2025-12-27,Saturday,4,2,11999,7679.36,32,16318.64,UPI,0
O3927,C171,P2,2025-05-12,Monday,12,1,1799,0.0,0,1799.0,UPI,0
O3928,C870,P3,2025-05-13,Tuesday,15,1,39999,15199.62,38,24799.38,Card,0
O3929,C346,P6,2025-02-05,Wednesday,6,1,3199,319.9,10,2879.1,COD,1
O3930,C196,P3,2025-10-11,Saturday,0,1,39999,16399.59,41,23599.41,UPI,0
O3931,C724,P3,2025-03-09,Sunday,21,1,39999,11999.7,30,27999.3,COD,1
O3932,C456,P3,2025-02-26,Wednesday,15,1,39999,7999.8,20,31999.2,UPI,0
O3933,C98,P4,2025-01-29,Wednesday,6,1,24990,4748.1,19,20241.9,UPI,0
O3934,C943,P4,2025-09-26,Friday,22,1,24990,10245.9,41,14744.1,COD,1
O3935,C166,P3,2025-11-27,Thursday,1,1,39999,8399.79,21,31599.21,COD,1
O3936,C371,P3,2025-03-24,Monday,14,1,39999,4399.89,11,35599.11,Card,0
O3937,C326,P5,2025-04-18,Friday,18,1,3499,629.82,18,2869.18,Card,0
O3938,C247,P4,2025-07-10,Thursday,18,1,24990,2499.0,10,22491.0,COD,1
O3939,C355,P3,2025-10-15,Wednesday,7,1,39999,11999.7,30,27999.3,UPI,0
O3940,C597,P4,2025-12-30,Tuesday,6,1,24990,4998.0,20,19992.0,UPI,0
O3941,C320,P3,2025-02-14,Friday,16,1,39999,4799.88,12,35199.12,Card,0
O3942,C524,P3,2025-08-13,Wednesday,20,1,39999,7999.8,20,31999.2,COD,1
O3943,C173,P1,2025-02-04,Tuesday,11,1,11999,2399.8,20,9599.2,COD,1
O3944,C934,P2,2025-06-30,Monday,6,1,1799,0.0,0,1799.0,UPI,0
O3945,C250,P5,2025-09-05,Friday,22,1,3499,384.89,11,3114.11,UPI,0
O3946,C297,P1,2025-12-28,Sunday,21,1,11999,239.98,2,11759.02,Card,0
O3947,C680,P1,2025-06-16,Monday,19,1,11999,4559.62,38,7439.38,UPI,0
O3948,C494,P5,2025-08-26,Tuesday,17,1,3499,1469.58,42,2029.42,COD,1
O3949,C627,P2,2025-06-20,Friday,13,1,1799,359.8,20,1439.2,COD,1
O3950,C466,P5,2025-08-09,Saturday,4,1,3499,699.8,20,2799.2,UPI,0
O3951,C826,P3,2025-06-22,Sunday,18,2,39999,15199.62,19,64798.38,COD,1
O3952,C238,P5,2025-02-16,Sunday,10,1,3499,1049.7,30,2449.3,Card,0
O3953,C263,P1,2025-08-20,Wednesday,23,1,11999,0.0,0,11999.0,UPI,0
O3954,C328,P3,2025-10-28,Tuesday,11,3,39999,33599.16,28,86397.84,UPI,0
O3955,C797,P4,2025-06-27,Friday,7,1,24990,2499.0,10,22491.0,COD,1
O3956,C309,P2,2025-01-23,Thursday,0,1,1799,0.0,0,1799.0,UPI,0
O3957,C524,P2,2025-08-05,Tuesday,11,1,1799,179.9,10,1619.1,UPI,0
O3958,C417,P4,2025-10-17,Friday,1,1,24990,4498.2,18,20491.8,COD,1
O3959,C88,P4,2025-10-25,Saturday,7,1,24990,5247.9,21,19742.1,COD,1
O3960,C563,P4,2025-02-01,Saturday,8,1,24990,9746.1,39,15243.9,UPI,0
O3961,C531,P1,2025-10-24,Friday,18,1,11999,3719.69,31,8279.31,UPI,0
O3962,C462,P2,2025-01-19,Sunday,17,1,1799,539.7,30,1259.3,Card,0
O3963,C213,P1,2025-09-07,Sunday,9,1,11999,3599.7,30,8399.3,UPI,0
O3964,C588,P2,2025-11-14,Friday,8,1,1799,143.92,8,1655.08,COD,1
O3965,C658,P1,2025-12-08,Monday,16,1,11999,1439.88,12,10559.12,COD,1
O3966,C730,P5,2025-08-22,Friday,17,1,3499,349.9,10,3149.1,UPI,0
O3967,C107,P5,2025-10-06,Monday,13,1,3499,1119.68,32,2379.32,COD,1
O3968,C815,P1,2025-03-29,Saturday,2,2,11999,6959.42,29,17038.58,COD,1
O3969,C405,P1,2025-10-06,Monday,8,1,11999,2639.78,22,9359.22,UPI,0
O3970,C215,P1,2025-03-22,Saturday,12,1,11999,2639.78,22,9359.22,UPI,0
O3971,C891,P5,2025-11-29,Saturday,5,1,3499,314.91,9,3184.09,Card,0
O3972,C198,P2,2025-10-30,Thursday,0,1,1799,359.8,20,1439.2,Card,0
O3973,C70,P2,2025-05-27,Tuesday,14,1,1799,539.7,30,1259.3,UPI,0
O3974,C822,P4,2025-10-12,Sunday,14,1,24990,0.0,0,24990.0,COD,1
O3975,C900,P1,2025-11-16,Sunday,4,1,11999,3599.7,30,8399.3,COD,1
O3976,C985,P4,2025-04-29,Tuesday,6,2,24990,14994.0,30,34986.0,UPI,0
O3977,C183,P3,2025-04-23,Wednesday,21,1,39999,4399.89,11,35599.11,UPI,0
O3978,C77,P6,2025-08-16,Saturday,16,1,3199,31.99,1,3167.01,COD,1
O3979,C758,P4,2025-11-23,Sunday,2,1,24990,4998.0,20,19992.0,COD,1
O3980,C298,P1,2025-07-17,Thursday,8,2,11999,4799.6,20,19198.4,UPI,0
O3981,C451,P3,2025-08-03,Sunday,18,2,39999,23999.4,30,55998.6,Card,0
O3982,C743,P6,2025-07-21,Monday,13,1,3199,639.8,20,2559.2,Card,0
O3983,C195,P3,2025-12-14,Sunday,0,1,39999,7999.8,20,31999.2,UPI,0
O3984,C230,P5,2025-01-28,Tuesday,1,1,3499,0.0,0,3499.0,Card,0
O3985,C132,P4,2025-06-30,Monday,8,1,24990,7497.0,30,17493.0,UPI,0
O3986,C513,P6,2025-10-30,Thursday,13,1,3199,319.9,10,2879.1,COD,1
O3987,C99,P4,2025-06-02,Monday,6,1,24990,2499.0,10,22491.0,UPI,0
O3988,C141,P4,2025-10-21,Tuesday,12,1,24990,4998.0,20,19992.0,COD,1
O3989,C151,P1,2025-02-14,Friday,11,2,11999,7199.4,30,16798.6,UPI,0
O3990,C349,P2,2025-03-04,Tuesday,3,1,1799,179.9,10,1619.1,COD,1
O3991,C131,P6,2025-04-02,Wednesday,8,1,3199,0.0,0,3199.0,COD,1
O3992,C558,P2,2025-07-23,Wednesday,23,1,1799,197.89,11,1601.11,COD,1
O3993,C627,P3,2025-12-23,Tuesday,7,1,39999,0.0,0,39999.0,UPI,0
O3994,C140,P3,2025-05-30,Friday,17,1,39999,0.0,0,39999.0,Card,0
O3995,C205,P6,2025-08-06,Wednesday,6,1,3199,31.99,1,3167.01,COD,1
O3996,C928,P4,2025-08-08,Friday,0,3,24990,15743.7,21,59226.3,COD,1
O3997,C136,P1,2025-06-17,Tuesday,12,2,11999,2399.8,10,21598.2,COD,1
O3998,C64,P2,2025-09-24,Wednesday,19,1,1799,0.0,0,1799.0,COD,1
O3999,C97,P1,2025-12-11,Thursday,6,1,11999,3719.69,31,8279.31,UPI,0
O4000,C197,P6,2025-05-07,Wednesday,9,1,3199,959.7,30,2239.3,COD,1
O4001,C83,P6,2025-04-27,Sunday,17,1,3199,383.88,12,2815.12,UPI,0
O4002,C487,P3,2025-11-16,Sunday,9,1,39999,12399.69,31,27599.31,UPI,0
O4003,C463,P1,2025-04-16,Wednesday,23,1,11999,3599.7,30,8399.3,COD,1
O4004,C938,P6,2025-07-27,Sunday,19,1,3199,607.81,19,2591.19,UPI,0
O4005,C295,P6,2025-04-11,Friday,22,1,3199,319.9,10,2879.1,UPI,0
O4006,C388,P2,2025-07-04,Friday,13,1,1799,0.0,0,1799.0,UPI,0
O4007,C861,P1,2025-11-02,Sunday,9,1,11999,5039.58,42,6959.42,UPI,0
O4008,C26,P6,2025-11-06,Thursday,21,1,3199,0.0,0,3199.0,UPI,0
O4009,C792,P2,2025-09-15,Monday,22,1,1799,395.78,22,1403.22,Card,0
O4010,C18,P1,2025-07-13,Sunday,8,1,11999,1199.9,10,10799.1,UPI,0
O4011,C288,P2,2025-03-02,Sunday,17,1,1799,719.6,40,1079.4,COD,1
O4012,C289,P6,2025-06-06,Friday,12,1,3199,703.78,22,2495.22,Card,0
O4013,C789,P3,2025-06-05,Thursday,0,1,39999,3999.9,10,35999.1,Card,0
O4014,C288,P6,2025-07-08,Tuesday,21,1,3199,255.92,8,2943.08,COD,1
O4015,C774,P6,2025-01-17,Friday,18,1,3199,959.7,30,2239.3,UPI,0
O4016,C87,P1,2025-03-21,Friday,17,1,11999,3479.71,29,8519.29,UPI,0
O4017,C765,P2,2025-05-31,Saturday,18,1,1799,719.6,40,1079.4,COD,1
O4018,C20,P3,2025-12-16,Tuesday,14,1,39999,11999.7,30,27999.3,UPI,0
O4019,C836,P5,2025-01-02,Thursday,11,1,3499,1119.68,32,2379.32,UPI,0
O4020,C552,P3,2025-11-29,Saturday,15,1,39999,12399.69,31,27599.31,UPI,0
O4021,C277,P1,2025-01-27,Monday,21,1,11999,0.0,0,11999.0,UPI,0
O4022,C739,P1,2025-03-01,Saturday,2,1,11999,2639.78,22,9359.22,UPI,0
O4023,C200,P4,2025-09-17,Wednesday,13,1,24990,7497.0,30,17493.0,Card,0
O4024,C954,P1,2025-07-11,Friday,2,1,11999,4559.62,38,7439.38,UPI,0
O4025,C378,P6,2025-12-21,Sunday,1,2,3199,1407.56,22,4990.44,UPI,0
O4026,C830,P6,2025-12-21,Sunday,3,1,3199,0.0,0,3199.0,COD,1
O4027,C512,P4,2025-11-19,Wednesday,11,1,24990,2499.0,10,22491.0,UPI,0
O4028,C641,P3,2025-09-21,Sunday,19,1,39999,3199.92,8,36799.08,UPI,0
O4029,C455,P1,2025-04-16,Wednesday,2,1,11999,0.0,0,11999.0,UPI,0
O4030,C718,P6,2025-07-16,Wednesday,22,1,3199,0.0,0,3199.0,Card,0
O4031,C612,P6,2025-10-04,Saturday,8,1,3199,639.8,20,2559.2,UPI,0
O4032,C749,P1,2025-09-22,Monday,9,3,11999,3599.7,10,32397.3,UPI,0
O4033,C875,P2,2025-03-21,Friday,3,1,1799,0.0,0,1799.0,Card,0
O4034,C149,P4,2025-07-16,Wednesday,23,2,24990,4998.0,10,44982.0,COD,1
O4035,C321,P2,2025-07-29,Tuesday,14,1,1799,719.6,40,1079.4,UPI,0
O4036,C766,P3,2025-12-07,Sunday,8,1,39999,7199.82,18,32799.18,UPI,0
O4037,C332,P4,2025-12-22,Monday,23,1,24990,4748.1,19,20241.9,COD,1
O4038,C949,P2,2025-08-31,Sunday,21,2,1799,719.6,20,2878.4,COD,1
O4039,C108,P4,2025-09-17,Wednesday,3,1,24990,7497.0,30,17493.0,COD,1
O4040,C957,P1,2025-05-26,Monday,21,1,11999,2399.8,20,9599.2,COD,1
O4041,C860,P2,2025-10-16,Thursday,21,1,1799,395.78,22,1403.22,UPI,0
O4042,C412,P1,2025-02-06,Thursday,0,1,11999,2399.8,20,9599.2,COD,1
O4043,C495,P1,2025-09-24,Wednesday,14,2,11999,6719.44,28,17278.56,UPI,0
O4044,C748,P3,2025-08-08,Friday,17,1,39999,4399.89,11,35599.11,COD,1
O4045,C761,P4,2025-04-13,Sunday,15,1,24990,7497.0,30,17493.0,COD,1
O4046,C988,P1,2025-12-20,Saturday,10,1,11999,3479.71,29,8519.29,UPI,0
O4047,C382,P5,2025-01-21,Tuesday,7,1,3499,1014.71,29,2484.29,UPI,0
O4048,C314,P4,2025-09-25,Thursday,1,1,24990,499.8,2,24490.2,COD,1
O4049,C30,P2,2025-07-06,Sunday,4,1,1799,683.62,38,1115.38,Card,0
O4050,C640,P2,2025-07-28,Monday,0,1,1799,179.9,10,1619.1,UPI,0
O4051,C835,P2,2025-04-18,Friday,23,1,1799,377.79,21,1421.21,COD,1
O4052,C905,P5,2025-09-25,Thursday,20,1,3499,349.9,10,3149.1,UPI,0
O4053,C547,P2,2025-05-30,Friday,16,2,1799,0.0,0,3598.0,Card,0
O4054,C342,P4,2025-05-03,Saturday,23,1,24990,0.0,0,24990.0,UPI,0
O4055,C820,P5,2025-06-16,Monday,13,1,3499,664.81,19,2834.19,COD,1
O4056,C54,P1,2025-02-19,Wednesday,9,1,11999,1199.9,10,10799.1,COD,1
O4057,C157,P2,2025-08-14,Thursday,1,1,1799,359.8,20,1439.2,UPI,0
O4058,C28,P6,2025-09-14,Sunday,20,1,3199,639.8,20,2559.2,COD,1
O4059,C467,P3,2025-03-14,Friday,22,1,39999,0.0,0,39999.0,UPI,0
O4060,C326,P6,2025-08-05,Tuesday,22,1,3199,959.7,30,2239.3,COD,1
O4061,C862,P4,2025-01-23,Thursday,11,1,24990,10495.8,42,14494.2,UPI,0
O4062,C65,P6,2025-03-15,Saturday,1,1,3199,639.8,20,2559.2,UPI,0
O4063,C611,P6,2025-08-31,Sunday,14,3,3199,0.0,0,9597.0,COD,1
O4064,C583,P5,2025-12-25,Thursday,1,1,3499,979.72,28,2519.28,COD,1
O4065,C365,P4,2025-11-25,Tuesday,19,1,24990,9496.2,38,15493.8,UPI,0
O4066,C84,P4,2025-02-11,Tuesday,13,1,24990,7497.0,30,17493.0,COD,1
O4067,C118,P6,2025-12-18,Thursday,19,1,3199,0.0,0,3199.0,COD,1
O4068,C37,P5,2025-08-08,Friday,17,1,3499,0.0,0,3499.0,UPI,0
O4069,C663,P2,2026-01-01,Thursday,22,1,1799,0.0,0,1799.0,UPI,0
O4070,C815,P6,2025-03-08,Saturday,19,1,3199,639.8,20,2559.2,Card,0
O4071,C808,P5,2025-12-16,Tuesday,14,1,3499,349.9,10,3149.1,UPI,0
O4072,C287,P3,2025-11-26,Wednesday,8,1,39999,7999.8,20,31999.2,COD,1
O4073,C126,P2,2025-06-03,Tuesday,11,1,1799,161.91,9,1637.09,UPI,0
O4074,C943,P6,2025-12-28,Sunday,2,1,3199,319.9,10,2879.1,Card,0
O4075,C53,P4,2025-06-11,Wednesday,0,1,24990,7746.9,31,17243.1,COD,1
O4076,C472,P3,2025-04-27,Sunday,22,2,39999,0.0,0,79998.0,COD,1
O4077,C552,P5,2025-04-03,Thursday,4,1,3499,69.98,2,3429.02,UPI,0
O4078,C170,P2,2025-10-21,Tuesday,1,1,1799,17.99,1,1781.01,COD,1
O4079,C94,P3,2025-02-12,Wednesday,16,2,39999,32799.18,41,47198.82,COD,1
O4080,C578,P3,2025-10-07,Tuesday,16,1,39999,3999.9,10,35999.1,UPI,0
O4081,C219,P2,2025-09-16,Tuesday,18,1,1799,17.99,1,1781.01,COD,1
O4082,C512,P5,2025-01-27,Monday,18,2,3499,1399.6,20,5598.4,UPI,0
O4083,C248,P6,2025-10-26,Sunday,4,1,3199,959.7,30,2239.3,UPI,0
O4084,C689,P6,2025-08-26,Tuesday,19,1,3199,319.9,10,2879.1,UPI,0
O4085,C678,P5,2025-02-24,Monday,10,1,3499,349.9,10,3149.1,UPI,0
O4086,C100,P1,2025-04-07,Monday,16,1,11999,1319.89,11,10679.11,COD,1
O4087,C688,P3,2025-10-31,Friday,8,1,39999,0.0,0,39999.0,UPI,0
O4088,C173,P1,2025-12-31,Wednesday,21,2,11999,0.0,0,23998.0,COD,1
O4089,C59,P2,2025-09-24,Wednesday,11,1,1799,359.8,20,1439.2,UPI,0
O4090,C665,P3,2025-05-19,Monday,10,1,39999,7599.81,19,32399.19,UPI,0
O4091,C273,P3,2025-08-10,Sunday,20,1,39999,11599.71,29,28399.29,COD,1
O4092,C562,P4,2025-08-27,Wednesday,18,1,24990,7497.0,30,17493.0,UPI,0
O4093,C385,P3,2025-02-26,Wednesday,7,1,39999,3599.91,9,36399.09,COD,1
O4094,C361,P4,2025-09-07,Sunday,23,1,24990,9996.0,40,14994.0,COD,1
O4095,C803,P3,2025-03-04,Tuesday,14,1,39999,7999.8,20,31999.2,COD,1
O4096,C119,P5,2025-08-03,Sunday,16,1,3499,0.0,0,3499.0,Card,0
O4097,C526,P6,2025-06-05,Thursday,3,1,3199,0.0,0,3199.0,COD,1
O4098,C120,P1,2025-02-10,Monday,17,1,11999,119.99,1,11879.01,UPI,0
O4099,C266,P3,2025-04-18,Friday,22,1,39999,7199.82,18,32799.18,UPI,0
O4100,C52,P4,2025-05-24,Saturday,14,3,24990,7497.0,10,67473.0,UPI,0
O4101,C364,P1,2025-11-01,Saturday,16,1,11999,119.99,1,11879.01,COD,1
O4102,C720,P6,2025-03-23,Sunday,0,1,3199,1023.68,32,2175.32,UPI,0
O4103,C912,P6,2025-10-04,Saturday,18,1,3199,895.72,28,2303.28,UPI,0
O4104,C453,P1,2025-08-20,Wednesday,4,1,11999,2399.8,20,9599.2,UPI,0
O4105,C753,P4,2025-09-23,Tuesday,21,2,24990,14994.0,30,34986.0,Card,0
O4106,C496,P3,2025-04-06,Sunday,15,1,39999,3999.9,10,35999.1,COD,1
O4107,C225,P6,2025-12-15,Monday,16,1,3199,1279.6,40,1919.4,UPI,0
O4108,C201,P2,2025-05-24,Saturday,12,1,1799,179.9,10,1619.1,COD,1
O4109,C531,P3,2025-07-30,Wednesday,11,1,39999,4799.88,12,35199.12,COD,1
O4110,C207,P2,2025-12-05,Friday,4,1,1799,0.0,0,1799.0,UPI,0
O4111,C594,P5,2025-02-18,Tuesday,3,1,3499,314.91,9,3184.09,Card,0
O4112,C565,P1,2025-10-02,Thursday,10,1,11999,2639.78,22,9359.22,COD,1
O4113,C853,P6,2025-06-11,Wednesday,10,1,3199,63.98,2,3135.02,UPI,0
O4114,C865,P6,2025-04-05,Saturday,7,1,3199,959.7,30,2239.3,UPI,0
O4115,C19,P2,2025-01-31,Friday,7,1,1799,359.8,20,1439.2,COD,1
