order_id,is_returned,return_reason,return_days_after_delivery
O5055,0,NONE,0
O5056,1,NO_LONGER_NEEDED,2
O5057,0,NONE,0
O5058,1,WRONG_ITEM,10
O5059,0,NONE,0
O5060,1,SIZE_FIT_ISSUE,7
O5061,0,NONE,0
O5062,1,NO_LONGER_NEEDED,9
O5063,1,WRONG_ITEM,3
O5064,0,NONE,0
O5065,0,NONE,0
O5066,1,SIZE_FIT_ISSUE,10
O5067,0,NONE,0
O5068,1,QUALITY_DEFECT,6
O5069,1,NO_LONGER_NEEDED,2
O5070,0,NONE,0
O5071,0,NONE,0
O5072,0,NONE,0
O5073,0,NONE,0
O5074,0,NONE,0
O5075,0,NONE,0
O5076,0,NONE,0
O5077,1,DAMAGED_IN_TRANSIT,2
O5078,1,QUALITY_DEFECT,7
O5079,0,NONE,0
O5080,0,NONE,0
O5081,0,NONE,0
O5082,0,NONE,0
O5083,0,NONE,0
O5084,0,NONE,0
O5085,1,DAMAGED_IN_TRANSIT,4
O5086,0,NONE,0
O5087,0,NONE,0
O5088,1,WRONG_ITEM,2
O5089,0,NONE,0
O5090,0,NONE,0
O5091,0,NONE,0
O5092,0,NONE,0
O5093,1,QUALITY_DEFECT,10
O5094,0,NONE,0
O5095,0,NONE,0
O5096,0,NONE,0
O5097,0,NONE,0
O5098,0,NONE,0
O5099,0,NONE,0
O5100,1,WRONG_ITEM,6
O5101,1,WRONG_ITEM,3
O5102,1,NOT_AS_DESCRIBED,3
O5103,0,NONE,0
O5104,0,NONE,0
O5105,0,NONE,0
O5106,0,NONE,0
O5107,1,WRONG_ITEM,1
O5108,0,NONE,0
O5109,1,QUALITY_DEFECT,5
O5110,0,NONE,0
O5111,0,NONE,0
O5112,0,NONE,0
O5113,1,WRONG_ITEM,8
O5114,0,NONE,0
O5115,0,NONE,0
O5116,0,NONE,0
O5117,0,NONE,0
O5118,1,DELIVERY_DELAY,8
O5119,1,QUALITY_DEFECT,9
O5120,0,NONE,0
O5121,0,NONE,0
O5122,0,NONE,0
O5123,0,NONE,0
O5124,0,NONE,0
O5125,1,WRONG_ITEM,7
O5126,1,DAMAGED_IN_TRANSIT,3
O5127,1,SIZE_FIT_ISSUE,6
O5128,1,SIZE_FIT_ISSUE,10
O5129,1,DAMAGED_IN_TRANSIT,9
O5130,1,SIZE_FIT_ISSUE,2
O5131,1,SIZE_FIT_ISSUE,8
O5132,1,SIZE_FIT_ISSUE,10
O5133,0,NONE,0
O5134,0,NONE,0
O5135,0,NONE,0
O5136,1,SIZE_FIT_ISSUE,6
O5137,0,NONE,0
O5138,1,SIZE_FIT_ISSUE,1
O5139,0,NONE,0
O5140,1,NO_LONGER_NEEDED,6
O5141,0,NONE,0
O5142,1,WRONG_ITEM,4
O5143,1,SIZE_FIT_ISSUE,1
O5144,1,SIZE_FIT_ISSUE,3
O5145,0,NONE,0
O5146,0,NONE,0
O5147,0,NONE,0
O5148,0,NONE,0
O5149,1,NO_LONGER_NEEDED,5
O5150,0,NONE,0
O5151,0,NONE,0
O5152,1,SIZE_FIT_ISSUE,5
O5153,1,SIZE_FIT_ISSUE,6
O5154,1,SIZE_FIT_ISSUE,6
O5155,0,NONE,0
O5156,0,NONE,0
O5157,0,NONE,0
O5158,0,NONE,0
O5159,0,NONE,0
O5160,0,NONE,0
O5161,0,NONE,0
O5162,0,NONE,0
O5163,0,NONE,0
O5164,0,NONE,0
O5165,0,NONE,0
O5166,1,SIZE_FIT_ISSUE,3
O5167,0,NONE,0
O5168,1,WRONG_ITEM,9
O5169,1,WRONG_ITEM,4
O5170,1,DAMAGED_IN_TRANSIT,10
O5171,0,NONE,0
O5172,0,NONE,0
O5173,1,SIZE_FIT_ISSUE,8
O5174,0,NONE,0
O5175,1,NOT_AS_DESCRIBED,6
O5176,1,SIZE_FIT_ISSUE,4
O5177,1,QUALITY_DEFECT,4
O5178,0,NONE,0
O5179,0,NONE,0
O5180,1,SIZE_FIT_ISSUE,7
O5181,1,SIZE_FIT_ISSUE,2
O5182,0,NONE,0
O5183,1,WRONG_ITEM,5
O5184,0,NONE,0
O5185,0,NONE,0
O5186,1,DELIVERY_DELAY,5
O5187,0,NONE,0
O5188,1,SIZE_FIT_ISSUE,9
O5189,1,QUALITY_DEFECT,8
O5190,0,NONE,0
O5191,0,NONE,0
O5192,0,NONE,0
O5193,1,SIZE_FIT_ISSUE,2
O5194,1,SIZE_FIT_ISSUE,2
O5195,0,NONE,0
O5196,1,SIZE_FIT_ISSUE,3
O5197,0,NONE,0
O5198,0,NONE,0
O5199,0,NONE,0
O5200,0,NONE,0
O5201,0,NONE,0
O5202,1,WRONG_ITEM,2
O5203,0,NONE,0
O5204,1,DAMAGED_IN_TRANSIT,10
O5205,0,NONE,0
O5206,0,NONE,0
O5207,0,NONE,0
O5208,0,NONE,0
O5209,0,NONE,0
O5210,1,NOT_AS_DESCRIBED,9
O5211,0,NONE,0
O5212,0,NONE,0
O5213,0,NONE,0
O5214,1,WRONG_ITEM,1
O5215,1,QUALITY_DEFECT,6
O5216,0,NONE,0
O5217,1,QUALITY_DEFECT,7
O5218,0,NONE,0
O5219,1,SIZE_FIT_ISSUE,7
O5220,0,NONE,0
O5221,1,NOT_AS_DESCRIBED,6
O5222,1,SIZE_FIT_ISSUE,6
O5223,0,NONE,0
O5224,0,NONE,0
O5225,1,SIZE_FIT_ISSUE,8
O5226,0,NONE,0
O5227,1,NOT_AS_DESCRIBED,4
O5228,0,NONE,0
O5229,1,NOT_AS_DESCRIBED,5
O5230,0,NONE,0
O5231,0,NONE,0
O5232,0,NONE,0
O5233,0,NONE,0
O5234,1,QUALITY_DEFECT,10
O5235,0,NONE,0
O5236,1,NO_LONGER_NEEDED,10
O5237,0,NONE,0
O5238,1,QUALITY_DEFECT,9
O5239,1,NO_LONGER_NEEDED,9
O5240,0,NONE,0
O5241,0,NONE,0
O5242,0,NONE,0
O5243,1,SIZE_FIT_ISSUE,4
O5244,0,NONE,0
O5245,0,NONE,0
O5246,1,SIZE_FIT_ISSUE,7
O5247,1,DELIVERY_DELAY,6
O5248,1,NO_LONGER_NEEDED,5
O5249,0,NONE,0
O5250,1,WRONG_ITEM,1
O5251,0,NONE,0
O5252,0,NONE,0
O5253,0,NONE,0
O5254,0,NONE,0
O5255,1,NO_LONGER_NEEDED,6
O5256,0,NONE,0
O5257,1,SIZE_FIT_ISSUE,7
O5258,1,SIZE_FIT_ISSUE,7
O5259,0,NONE,0
O5260,1,NO_LONGER_NEEDED,7
O5261,1,DAMAGED_IN_TRANSIT,4
O5262,0,NONE,0
O5263,1,NOT_AS_DESCRIBED,4
O5264,0,NONE,0
O5265,0,NONE,0
O5266,0,NONE,0
O5267,1,QUALITY_DEFECT,8
O5268,0,NONE,0
O5269,1,SIZE_FIT_ISSUE,7
O5270,1,NO_LONGER_NEEDED,4
O5271,1,QUALITY_DEFECT,1
O5272,0,NONE,0
O5273,0,NONE,0
O5274,0,NONE,0
O5275,1,SIZE_FIT_ISSUE,9
O5276,0,NONE,0
O5277,1,SIZE_FIT_ISSUE,2
O5278,0,NONE,0
O5279,1,SIZE_FIT_ISSUE,4
O5280,0,NONE,0
O5281,0,NONE,0
O5282,1,WRONG_ITEM,5
O5283,0,NONE,0
O5284,0,NONE,0
O5285,1,QUALITY_DEFECT,7
O5286,0,NONE,0
O5287,1,SIZE_FIT_ISSUE,3
O5288,0,NONE,0
O5289,0,NONE,0
O5290,0,NONE,0
O5291,1,DAMAGED_IN_TRANSIT,7
O5292,0,NONE,0
O5293,1,NO_LONGER_NEEDED,10
O5294,0,NONE,0
O5295,0,NONE,0
O5296,1,SIZE_FIT_ISSUE,7
O5297,0,NONE,0
O5298,0,NONE,0
O5299,0,NONE,0
O5300,1,NOT_AS_DESCRIBED,5
O5301,1,DELIVERY_DELAY,2
O5302,0,NONE,0
O5303,0,NONE,0
O5304,0,NONE,0
O5305,1,NO_LONGER_NEEDED,4
O5306,0,NONE,0
O5307,0,NONE,0
O5308,0,NONE,0
O5309,1,DAMAGED_IN_TRANSIT,6
O5310,0,NONE,0
O5311,1,DAMAGED_IN_TRANSIT,10
O5312,0,NONE,0
O5313,0,NONE,0
O5314,0,NONE,0
O5315,0,NONE,0
O5316,0,NONE,0
O5317,0,NONE,0
O5318,0,NONE,0
O5319,0,NONE,0
O5320,0,NONE,0
O5321,0,NONE,0
O5322,1,NO_LONGER_NEEDED,7
O5323,1,SIZE_FIT_ISSUE,8
O5324,1,SIZE_FIT_ISSUE,1
O5325,0,NONE,0
O5326,0,NONE,0
O5327,0,NONE,0
O5328,0,NONE,0
O5329,0,NONE,0
O5330,0,NONE,0
O5331,0,NONE,0
O5332,1,NO_LONGER_NEEDED,10
O5333,0,NONE,0
O5334,1,NOT_AS_DESCRIBED,6
O5335,0,NONE,0
O5336,0,NONE,0
O5337,0,NONE,0
O5338,1,DAMAGED_IN_TRANSIT,3
O5339,0,NONE,0
O5340,1,NO_LONGER_NEEDED,9
O5341,1,SIZE_FIT_ISSUE,4
O5342,1,SIZE_FIT_ISSUE,6
O5343,0,NONE,0
O5344,0,NONE,0
O5345,0,NONE,0
O5346,1,NOT_AS_DESCRIBED,1
O5347,0,NONE,0
O5348,1,DAMAGED_IN_TRANSIT,7
O5349,0,NONE,0
O5350,1,NO_LONGER_NEEDED,2
O5351,0,NONE,0
O5352,0,NONE,0
O5353,0,NONE,0
O5354,0,NONE,0
O5355,0,NONE,0
O5356,0,NONE,0
O5357,0,NONE,0
O5358,1,DAMAGED_IN_TRANSIT,4
O5359,1,WRONG_ITEM,10
O5360,0,NONE,0
O5361,1,QUALITY_DEFECT,2
O5362,1,SIZE_FIT_ISSUE,3
O5363,0,NONE,0
O5364,0,NONE,0
O5365,0,NONE,0
O5366,0,NONE,0
O5367,0,NONE,0
O5368,0,NONE,0
O5369,0,NONE,0
O5370,1,DAMAGED_IN_TRANSIT,2
O5371,0,NONE,0
O5372,1,WRONG_ITEM,10
O5373,1,SIZE_FIT_ISSUE,10
O5374,0,NONE,0
O5375,1,DAMAGED_IN_TRANSIT,8
O5376,0,NONE,0
O5377,1,WRONG_ITEM,10
O5378,0,NONE,0
O5379,0,NONE,0
O5380,0,NONE,0
O5381,1,WRONG_ITEM,4
O5382,0,NONE,0
O5383,1,SIZE_FIT_ISSUE,5
O5384,0,NONE,0
O5385,0,NONE,0
O5386,1,SIZE_FIT_ISSUE,1
O5387,1,SIZE_FIT_ISSUE,3
O5388,1,WRONG_ITEM,2
O5389,0,NONE,0
O5390,0,NONE,0
O5391,0,NONE,0
O5392,1,SIZE_FIT_ISSUE,4
O5393,0,NONE,0
O5394,1,NO_LONGER_NEEDED,3
O5395,0,NONE,0
O5396,1,WRONG_ITEM,7
O5397,1,DAMAGED_IN_TRANSIT,7
O5398,1,WRONG_ITEM,8
O5399,1,DELIVERY_DELAY,9
O5400,0,NONE,0
O5401,1,NOT_AS_DESCRIBED,10
O5402,1,DELIVERY_DELAY,2
O5403,0,NONE,0
O5404,0,NONE,0
O5405,1,WRONG_ITEM,8
O5406,0,NONE,0
O5407,1,SIZE_FIT_ISSUE,7
O5408,0,NONE,0
O5409,0,NONE,0
O5410,0,NONE,0
O5411,0,NONE,0
O5412,0,NONE,0
O5413,1,NO_LONGER_NEEDED,4
O5414,0,NONE,0
O5415,0,NONE,0
O5416,0,NONE,0
O5417,1,NO_LONGER_NEEDED,9
O5418,0,NONE,0
O5419,0,NONE,0
O5420,0,NONE,0
O5421,0,NONE,0
O5422,0,NONE,0
O5423,0,NONE,0
O5424,1,SIZE_FIT_ISSUE,1
O5425,0,NONE,0
O5426,0,NONE,0
O5427,0,NONE,0
O5428,0,NONE,0
O5429,1,WRONG_ITEM,1
O5430,0,NONE,0
O5431,0,NONE,0
O5432,0,NONE,0
O5433,1,NO_LONGER_NEEDED,2
O5434,0,NONE,0
O5435,0,NONE,0
O5436,0,NONE,0
O5437,0,NONE,0
O5438,0,NONE,0
O5439,0,NONE,0
O5440,1,SIZE_FIT_ISSUE,3
O5441,0,NONE,0
O5442,0,NONE,0
O5443,0,NONE,0
O5444,0,NONE,0
O5445,0,NONE,0
O5446,0,NONE,0
O5447,1,SIZE_FIT_ISSUE,3
O5448,0,NONE,0
O5449,0,NONE,0
O5450,1,SIZE_FIT_ISSUE,4
O5451,0,NONE,0
O5452,0,NONE,0
O5453,0,NONE,0
O5454,0,NONE,0
O5455,0,NONE,0
O5456,0,NONE,0
O5457,1,DAMAGED_IN_TRANSIT,6
O5458,0,NONE,0
O5459,1,NO_LONGER_NEEDED,8
O5460,1,SIZE_FIT_ISSUE,8
O5461,0,NONE,0
O5462,1,QUALITY_DEFECT,3
O5463,0,NONE,0
O5464,0,NONE,0
O5465,1,WRONG_ITEM,5
O5466,0,NONE,0
O5467,1,SIZE_FIT_ISSUE,7
O5468,0,NONE,0
O5469,1,DELIVERY_DELAY,7
O5470,0,NONE,0
O5471,0,NONE,0
O5472,0,NONE,0
O5473,0,NONE,0
O5474,1,WRONG_ITEM,2
O5475,1,WRONG_ITEM,5
O5476,0,NONE,0
O5477,1,DAMAGED_IN_TRANSIT,10
O5478,0,NONE,0
O5479,0,NONE,0
O5480,1,NOT_AS_DESCRIBED,9
O5481,0,NONE,0
O5482,0,NONE,0
O5483,1,WRONG_ITEM,7
O5484,0,NONE,0
O5485,1,WRONG_ITEM,5
O5486,0,NONE,0
O5487,0,NONE,0
O5488,1,DAMAGED_IN_TRANSIT,5
O5489,0,NONE,0
O5490,1,NO_LONGER_NEEDED,9
O5491,1,SIZE_FIT_ISSUE,4
O5492,0,NONE,0
O5493,0,NONE,0
O5494,1,SIZE_FIT_ISSUE,9
O5495,0,NONE,0
O5496,1,DAMAGED_IN_TRANSIT,9
O5497,1,QUALITY_DEFECT,7
O5498,0,NONE,0
O5499,0,NONE,0
O5500,1,SIZE_FIT_ISSUE,6
O5501,0,NONE,0
O5502,1,WRONG_ITEM,7
O5503,0,NONE,0
O5504,1,SIZE_FIT_ISSUE,1
O5505,0,NONE,0
O5506,0,NONE,0
O5507,1,DAMAGED_IN_TRANSIT,2
O5508,1,DAMAGED_IN_TRANSIT,10
O5509,0,NONE,0
O5510,0,NONE,0
O5511,0,NONE,0
O5512,1,QUALITY_DEFECT,9
O5513,1,DAMAGED_IN_TRANSIT,6
O5514,0,NONE,0
O5515,1,DAMAGED_IN_TRANSIT,5
O5516,1,SIZE_FIT_ISSUE,4
O5517,0,NONE,0
O5518,0,NONE,0
O5519,0,NONE,0
O5520,1,QUALITY_DEFECT,10
O5521,0,NONE,0
O5522,1,QUALITY_DEFECT,4
O5523,0,NONE,0
O5524,1,SIZE_FIT_ISSUE,2
O5525,0,NONE,0
O5526,1,WRONG_ITEM,5
O5527,1,SIZE_FIT_ISSUE,5
O5528,0,NONE,0
O5529,1,SIZE_FIT_ISSUE,9
O5530,0,NONE,0
O5531,1,NOT_AS_DESCRIBED,7
O5532,1,SIZE_FIT_ISSUE,1
O5533,1,SIZE_FIT_ISSUE,6
O5534,0,NONE,0
O5535,1,NOT_AS_DESCRIBED,1
O5536,0,NONE,0
O5537,0,NONE,0
O5538,0,NONE,0
O5539,1,WRONG_ITEM,5
O5540,0,NONE,0
O5541,0,NONE,0
O5542,1,QUALITY_DEFECT,9
O5543,0,NONE,0
O5544,1,NOT_AS_DESCRIBED,8
O5545,0,NONE,0
O5546,0,NONE,0
O5547,1,SIZE_FIT_ISSUE,1
O5548,1,WRONG_ITEM,3
O5549,1,QUALITY_DEFECT,6
O5550,0,NONE,0
O5551,1,DAMAGED_IN_TRANSIT,6
O5552,0,NONE,0
O5553,1,SIZE_FIT_ISSUE,4
O5554,1,SIZE_FIT_ISSUE,2
O5555,1,QUALITY_DEFECT,10
O5556,1,SIZE_FIT_ISSUE,2
O5557,1,SIZE_FIT_ISSUE,8
O5558,0,NONE,0
O5559,0,NONE,0
O5560,0,NONE,0
O5561,1,DAMAGED_IN_TRANSIT,6
O5562,0,NONE,0
O5563,1,WRONG_ITEM,1
O5564,0,NONE,0
O5565,0,NONE,0
O5566,1,SIZE_FIT_ISSUE,1
O5567,1,SIZE_FIT_ISSUE,7
O5568,0,NONE,0
O5569,0,NONE,0
O5570,0,NONE,0
O5571,1,NO_LONGER_NEEDED,8
O5572,1,QUALITY_DEFECT,2
O5573,0,NONE,0
O5574,0,NONE,0
O5575,0,NONE,0
O5576,0,NONE,0
O5577,1,DAMAGED_IN_TRANSIT,3
O5578,0,NONE,0
O5579,0,NONE,0
O5580,1,QUALITY_DEFECT,7
O5581,1,SIZE_FIT_ISSUE,9
O5582,1,SIZE_FIT_ISSUE,7
O5583,1,QUALITY_DEFECT,5
O5584,1,NO_LONGER_NEEDED,10
O5585,1,DAMAGED_IN_TRANSIT,6
O5586,0,NONE,0
O5587,0,NONE,0
O5588,0,NONE,0
O5589,1,SIZE_FIT_ISSUE,8
O5590,1,SIZE_FIT_ISSUE,8
O5591,1,SIZE_FIT_ISSUE,1
O5592,0,NONE,0
O5593,0,NONE,0
O5594,1,QUALITY_DEFECT,6
O5595,0,NONE,0
O5596,1,NO_LONGER_NEEDED,1
O5597,0,NONE,0
O5598,0,NONE,0
O5599,1,NO_LONGER_NEEDED,5
O5600,0,NONE,0
O5601,0,NONE,0
O5602,0,NONE,0
O5603,1,NO_LONGER_NEEDED,2
O5604,1,SIZE_FIT_ISSUE,5
O5605,0,NONE,0
O5606,1,DAMAGED_IN_TRANSIT,10
O5607,0,NONE,0
O5608,1,NOT_AS_DESCRIBED,7
O5609,0,NONE,0
O5610,0,NONE,0
O5611,0,NONE,0
O5612,0,NONE,0
O5613,1,NOT_AS_DESCRIBED,6
O5614,0,NONE,0
O5615,0,NONE,0
O5616,0,NONE,0
O5617,1,QUALITY_DEFECT,8
O5618,0,NONE,0
O5619,0,NONE,0
O5620,0,NONE,0
O5621,1,NOT_AS_DESCRIBED,10
O5622,0,NONE,0
O5623,0,NONE,0
O5624,0,NONE,0
O5625,1,SIZE_FIT_ISSUE,3
O5626,1,SIZE_FIT_ISSUE,6
O5627,0,NONE,0
O5628,0,NONE,0
O5629,1,NO_LONGER_NEEDED,5
O5630,0,NONE,0
O5631,1,NOT_AS_DESCRIBED,6
O5632,0,NONE,0
O5633,0,NONE,0
O5634,0,NONE,0
O5635,0,NONE,0
O5636,0,NONE,0
O5637,1,NOT_AS_DESCRIBED,6
O5638,1,WRONG_ITEM,4
O5639,1,WRONG_ITEM,1
O5640,0,NONE,0
O5641,0,NONE,0
O5642,0,NONE,0
O5643,0,NONE,0
O5644,1,QUALITY_DEFECT,7
O5645,0,NONE,0
O5646,0,NONE,0
O5647,0,NONE,0
O5648,1,WRONG_ITEM,5
O5649,0,NONE,0
O5650,1,SIZE_FIT_ISSUE,9
O5651,0,NONE,0
O5652,1,QUALITY_DEFECT,6
O5653,1,SIZE_FIT_ISSUE,9
O5654,0,NONE,0
O5655,0,NONE,0
O5656,0,NONE,0
O5657,1,DAMAGED_IN_TRANSIT,8
O5658,1,NOT_AS_DESCRIBED,6
O5659,1,NO_LONGER_NEEDED,4
O5660,1,QUALITY_DEFECT,6
O5661,1,WRONG_ITEM,5
O5662,1,DAMAGED_IN_TRANSIT,2
O5663,0,NONE,0
O5664,0,NONE,0
O5665,1,SIZE_FIT_ISSUE,6
O5666,0,NONE,0
O5667,0,NONE,0
O5668,1,DAMAGED_IN_TRANSIT,4
O5669,0,NONE,0
O5670,0,NONE,0
O5671,0,NONE,0
O5672,0,NONE,0
O5673,1,WRONG_ITEM,7
O5674,1,SIZE_FIT_ISSUE,6
O5675,0,NONE,0
O5676,1,NO_LONGER_NEEDED,2
O5677,1,QUALITY_DEFECT,8
O5678,0,NONE,0
O5679,0,NONE,0
O5680,1,WRONG_ITEM,2
O5681,1,SIZE_FIT_ISSUE,10
O5682,0,NONE,0
O5683,0,NONE,0
O5684,1,NO_LONGER_NEEDED,7
O5685,1,SIZE_FIT_ISSUE,7
O5686,0,NONE,0
O5687,0,NONE,0
O5688,0,NONE,0
O5689,0,NONE,0
O5690,1,NOT_AS_DESCRIBED,7
O5691,0,NONE,0
O5692,0,NONE,0
O5693,0,NONE,0
O5694,0,NONE,0
O5695,0,NONE,0
O5696,1,SIZE_FIT_ISSUE,1
O5697,0,NONE,0
O5698,0,NONE,0
O5699,1,DELIVERY_DELAY,1
O5700,1,SIZE_FIT_ISSUE,8
O5701,0,NONE,0
O5702,1,SIZE_FIT_ISSUE,4
O5703,0,NONE,0
O5704,0,NONE,0
O5705,1,QUALITY_DEFECT,5
O5706,1,SIZE_FIT_ISSUE,6
O5707,1,SIZE_FIT_ISSUE,1
O5708,0,NONE,0
O5709,0,NONE,0
O5710,0,NONE,0
O5711,1,DELIVERY_DELAY,5
O5712,0,NONE,0
O5713,1,DAMAGED_IN_TRANSIT,8
O5714,0,NONE,0
O5715,1,SIZE_FIT_ISSUE,1
O5716,0,NONE,0
O5717,1,WRONG_ITEM,7
O5718,0,NONE,0
O5719,0,NONE,0
O5720,1,NOT_AS_DESCRIBED,10
O5721,1,SIZE_FIT_ISSUE,2
O5722,0,NONE,0
O5723,1,NOT_AS_DESCRIBED,9
O5724,0,NONE,0
O5725,0,NONE,0
O5726,1,DAMAGED_IN_TRANSIT,10
O5727,0,NONE,0
O5728,1,SIZE_FIT_ISSUE,8
O5729,1,SIZE_FIT_ISSUE,7
O5730,1,QUALITY_DEFECT,9
O5731,0,NONE,0
O5732,0,NONE,0
O5733,1,WRONG_ITEM,6
O5734,0,NONE,0
O5735,0,NONE,0
O5736,0,NONE,0
O5737,1,QUALITY_DEFECT,1
O5738,0,NONE,0
O5739,1,SIZE_FIT_ISSUE,9
O5740,0,NONE,0
O5741,1,SIZE_FIT_ISSUE,7
O5742,0,NONE,0
O5743,1,SIZE_FIT_ISSUE,1
O5744,1,NOT_AS_DESCRIBED,3
O5745,0,NONE,0
O5746,0,NONE,0
O5747,1,NOT_AS_DESCRIBED,6
O5748,0,NONE,0
O5749,1,WRONG_ITEM,5
O5750,1,NO_LONGER_NEEDED,7
O5751,0,NONE,0
O5752,0,NONE,0
O5753,1,SIZE_FIT_ISSUE,6
O5754,0,NONE,0
O5755,1,WRONG_ITEM,2
O5756,0,NONE,0
O5757,0,NONE,0
O5758,0,NONE,0
O5759,1,NO_LONGER_NEEDED,5
O5760,0,NONE,0
O5761,0,NONE,0
O5762,0,NONE,0
O5763,0,NONE,0
O5764,1,WRONG_ITEM,1
O5765,0,NONE,0
O5766,0,NONE,0
O5767,1,DAMAGED_IN_TRANSIT,6
O5768,0,NONE,0
O5769,0,NONE,0
O5770,0,NONE,0
O5771,0,NONE,0
O5772,1,SIZE_FIT_ISSUE,9
O5773,0,NONE,0
O5774,1,WRONG_ITEM,4
O5775,1,WRONG_ITEM,2
O5776,0,NONE,0
O5777,0,NONE,0
O5778,1,SIZE_FIT_ISSUE,7
O5779,0,NONE,0
O5780,0,NONE,0
O5781,1,WRONG_ITEM,7
O5782,0,NONE,0
O5783,0,NONE,0
O5784,1,SIZE_FIT_ISSUE,1
O5785,0,NONE,0
O5786,0,NONE,0
O5787,0,NONE,0
O5788,1,SIZE_FIT_ISSUE,9
O5789,0,NONE,0
O5790,0,NONE,0
O5791,1,SIZE_FIT_ISSUE,9
O5792,1,NO_LONGER_NEEDED,7
O5793,0,NONE,0
O5794,0,NONE,0
O5795,0,NONE,0
O5796,0,NONE,0
O5797,0,NONE,0
O5798,1,SIZE_FIT_ISSUE,2
O5799,1,WRONG_ITEM,5
O5800,1,SIZE_FIT_ISSUE,1
O5801,0,NONE,0
O5802,1,QUALITY_DEFECT,7
O5803,1,SIZE_FIT_ISSUE,5
O5804,1,SIZE_FIT_ISSUE,5
O5805,0,NONE,0
O5806,0,NONE,0
O5807,0,NONE,0
O5808,0,NONE,0
O5809,0,NONE,0
O5810,1,DAMAGED_IN_TRANSIT,9
O5811,1,SIZE_FIT_ISSUE,6
O5812,0,NONE,0
O5813,1,SIZE_FIT_ISSUE,10
O5814,0,NONE,0
O5815,0,NONE,0
O5816,0,NONE,0
O5817,0,NONE,0
O5818,0,NONE,0
O5819,1,WRONG_ITEM,1
O5820,0,NONE,0
O5821,1,SIZE_FIT_ISSUE,9
O5822,0,NONE,0
O5823,1,SIZE_FIT_ISSUE,2
O5824,1,QUALITY_DEFECT,8
O5825,1,DAMAGED_IN_TRANSIT,1
O5826,0,NONE,0
O5827,0,NONE,0
O5828,0,NONE,0
O5829,1,WRONG_ITEM,5
O5830,1,DAMAGED_IN_TRANSIT,3
O5831,0,NONE,0
O5832,0,NONE,0
O5833,0,NONE,0
O5834,1,WRONG_ITEM,8
O5835,0,NONE,0
O5836,0,NONE,0
O5837,0,NONE,0
O5838,1,SIZE_FIT_ISSUE,6
O5839,1,DELIVERY_DELAY,1
O5840,1,NOT_AS_DESCRIBED,5
O5841,0,NONE,0
O5842,0,NONE,0
O5843,1,SIZE_FIT_ISSUE,6
O5844,1,DAMAGED_IN_TRANSIT,10
O5845,0,NONE,0
O5846,0,NONE,0
O5847,0,NONE,0
O5848,0,NONE,0
O5849,1,DAMAGED_IN_TRANSIT,10
O5850,1,SIZE_FIT_ISSUE,3
O5851,0,NONE,0
O5852,1,SIZE_FIT_ISSUE,4
O5853,0,NONE,0
O5854,1,NO_LONGER_NEEDED,5
O5855,0,NONE,0
O5856,0,NONE,0
O5857,0,NONE,0
O5858,0,NONE,0
O5859,0,NONE,0
O5860,1,NO_LONGER_NEEDED,7
O5861,1,QUALITY_DEFECT,8
O5862,0,NONE,0
O5863,0,NONE,0
O5864,0,NONE,0
O5865,0,NONE,0
O5866,0,NONE,0
O5867,1,NO_LONGER_NEEDED,6
O5868,0,NONE,0
O5869,1,SIZE_FIT_ISSUE,4
O5870,1,NO_LONGER_NEEDED,8
O5871,1,SIZE_FIT_ISSUE,10
O5872,0,NONE,0
O5873,0,NONE,0
O5874,1,SIZE_FIT_ISSUE,9
O5875,0,NONE,0
O5876,0,NONE,0
O5877,1,NO_LONGER_NEEDED,2
O5878,0,NONE,0
O5879,1,SIZE_FIT_ISSUE,1
O5880,1,SIZE_FIT_ISSUE,7
O5881,1,DAMAGED_IN_TRANSIT,2
O5882,1,QUALITY_DEFECT,5
O5883,0,NONE,0
O5884,1,NOT_AS_DESCRIBED,8
O5885,0,NONE,0
O5886,1,DAMAGED_IN_TRANSIT,7
O5887,0,NONE,0
O5888,0,NONE,0
O5889,1,SIZE_FIT_ISSUE,5
O5890,1,NOT_AS_DESCRIBED,3
O5891,1,SIZE_FIT_ISSUE,4
O5892,0,NONE,0
O5893,0,NONE,0
O5894,0,NONE,0
O5895,0,NONE,0
O5896,1,WRONG_ITEM,5
O5897,0,NONE,0
O5898,0,NONE,0
O5899,1,SIZE_FIT_ISSUE,1
O5900,1,SIZE_FIT_ISSUE,2
O5901,0,NONE,0
O5902,0,NONE,0
O5903,0,NONE,0
O5904,1,DAMAGED_IN_TRANSIT,10
O5905,0,NONE,0
O5906,0,NONE,0
O5907,1,SIZE_FIT_ISSUE,9
O5908,1,WRONG_ITEM,1
O5909,0,NONE,0
O5910,0,NONE,0
O5911,0,NONE,0
O5912,0,NONE,0
O5913,0,NONE,0
O5914,1,WRONG_ITEM,6
O5915,0,NONE,0
O5916,0,NONE,0
O5917,1,NO_LONGER_NEEDED,3
O5918,0,NONE,0
O5919,0,NONE,0
O5920,1,DAMAGED_IN_TRANSIT,3
O5921,1,SIZE_FIT_ISSUE,5
O5922,1,NOT_AS_DESCRIBED,9
O5923,1,NO_LONGER_NEEDED,1
O5924,1,NO_LONGER_NEEDED,6
O5925,1,NO_LONGER_NEEDED,6
O5926,0,NONE,0
O5927,0,NONE,0
O5928,1,NO_LONGER_NEEDED,10
O5929,0,NONE,0
O5930,0,NONE,0
